"medcodeid"	"readterm"	"ethnicgroup"	"status"	"Source"	"CodeType"
"1968581000006119"	"Other ethnic group: Arab, Arab Scottish or Arab British - Scotland ethnic category 2011 census"	"other"	NA	"Direct"	"Ethnicity"
"1968591000006116"	"Other ethnic group: any other ethnic group - Scotland ethnic category 2011 census"	"other"	NA	"Direct"	"Ethnicity"
"2484471000000115"	"Ethnic category - 2011 census"	NA	NA	"Direct"	"Ethnicity"
"2484511000000112"	"Ethnic category - 2011 census England and Wales"	NA	NA	"Direct"	"Ethnicity"
"2484551000000111"	"Ethnic category - 2011 census Northern Ireland"	NA	NA	"Direct"	"Ethnicity"
"2484591000000115"	"Ethnic category - 2011 census Scotland"	NA	NA	"Direct"	"Ethnicity"
"2484671000000118"	"White: Irish - England and Wales ethnic category 2011 census"	"white"	NA	"Direct"	"Ethnicity"
"2486161000000112"	"White - Northern Ireland ethnic category 2011 census"	"white"	NA	"Direct"	"Ethnicity"
"2487281000000112"	"White: Scottish - Scotland ethnic category 2011 census"	"white"	NA	"Direct"	"Ethnicity"
"2487321000000116"	"White: other British - Scotland ethnic category 2011 census"	"white"	NA	"Direct"	"Ethnicity"
"2487361000000112"	"White: Irish - Scotland ethnic category 2011 census"	"white"	NA	"Direct"	"Ethnicity"
"2487481000000113"	"White: Polish - Scotland ethnic category 2011 census"	"white"	NA	"Direct"	"Ethnicity"
"6270381000006117"	"Ethnic groups (1991 census) (UK)"	NA	NA	"Direct"	"Ethnicity"
"6270391000006119"	"Ethnic groups (1991 census) (United Kingdom)"	NA	NA	"Direct"	"Ethnicity"
"8406531000006110"	"Ethnicity not stated"	"not stated"	NA	"Direct"	"Ethnicity"
"2645811000000115"	"Roma ethnic group"	"white"	NA	"Direct"	"Ethnicity"
"253628018"	"O/E - ethnic origin"	NA	NA	"Direct"	"Ethnicity"
"4740341000006112"	"Other ethnic, Black/White origin"	"mixed"	NA	"Direct"	"Ethnicity"
"4740361000006111"	"Other ethnic, Asian/White origin"	"mixed"	NA	"Direct"	"Ethnicity"
"4740381000006118"	"Other ethnic, mixed white origin"	"white"	NA	"Direct"	"Ethnicity"
"4740401000006118"	"Other ethnic, other mixed origin"	"mixed"	NA	"Direct"	"Ethnicity"
"5845411000006118"	"Chinese language"	"asian"	NA	"Direct"	"Ethnicity"
"1564521000006118"	"Chinese"	"asian"	NA	"Direct"	"Ethnicity"
"8358071000006115"	"Chinese interpreter needed"	"asian"	NA	"Direct"	"Ethnicity"
"1564931000006110"	"Indonesian"	"asian"	NA	"Direct"	"Ethnicity"
"1862321000006116"	"Preferred written language: Indonesian"	"asian"	NA	"Direct"	"Language"
"5841871000006114"	"Indonesian language"	"asian"	NA	"Direct"	"Language"
"1565071000006113"	"Korean (North)"	"asian"	NA	"Direct"	"Ethnicity"
"1565081000006111"	"Korean (South)"	"asian"	NA	"Direct"	"Ethnicity"
"1854351000006114"	"Preferred written language: Korean"	"asian"	NA	"Direct"	"Language"
"5840601000006110"	"Korean language"	"asian"	NA	"Direct"	"Language"
"8063831000006112"	"Korean language interpreter needed"	"asian"	NA	"Direct"	"Language"
"1854571000006111"	"Preferred written language: Thai"	"asian"	NA	"Direct"	"Language"
"5845611000006116"	"Thai language"	"asian"	NA	"Direct"	"Language"
"8064531000006112"	"Thai language interpreter needed"	"asian"	NA	"Direct"	"Language"
"1863121000006111"	"Preferred written language: Ukrainian"	"white"	NA	"Direct"	"Language"
"5841231000006110"	"Ukrainian language"	"white"	NA	"Direct"	"Language"
"8064591000006111"	"Ukrainian language interpreter needed"	"white"	NA	"Direct"	"Language"
"1565541000006112"	"Russian"	"white"	NA	"Direct"	"Ethnicity"
"1564491000006115"	"Central African"	"black"	NA	"Direct"	"Ethnicity"
"1565041000006117"	"Kenyan"	"black"	NA	"Direct"	"Ethnicity"
"1854181000006115"	"Preferred written language: Ethiopian"	"black"	NA	"Direct"	"Language"
"1565621000006118"	"Senegalese"	"black"	NA	"Direct"	"Ethnicity"
"1564201000006114"	"Angolan"	"black"	NA	"Direct"	"Ethnicity"
"1565001000006119"	"Jamaican"	"black"	NA	"Direct"	"Ethnicity"
"1564301000006118"	"Barbadian"	"black"	NA	"Direct"	"Ethnicity"
"1565561000006111"	"Saint Lucian"	"black"	NA	"Direct"	"Ethnicity"
"1854121000006119"	"Preferred written language: Brawa & Somali"	"black"	NA	"Direct"	"Language"
"1854501000006117"	"Preferred written language: Somali"	"black"	NA	"Direct"	"Language"
"5838771000006112"	"Somali language"	"black"	NA	"Direct"	"Language"
"8064331000006118"	"Somali language interpreter needed"	"black"	NA	"Direct"	"Language"
"1564291000006119"	"Bangladeshi"	"asian"	NA	"Direct"	"Ethnicity"
"1565441000006111"	"Pakistani"	"asian"	NA	"Direct"	"Ethnicity"
"1564921000006112"	"Indian"	"asian"	NA	"Direct"	"Ethnicity"
"1564151000006117"	"Afghan"	"asian"	NA	"Direct"	"Ethnicity"
"1564951000006115"	"Iraqi"	"other"	NA	"Direct"	"Ethnicity"
"1861761000006117"	"Preferred written language: Afar"	"black"	NA	"Direct"	"Language"
"1854071000006119"	"Preferred written language: Akan (Ashanti)"	"black"	NA	"Direct"	"Language"
"1854081000006116"	"Preferred written language: Albanian"	"white"	NA	"Direct"	"Language"
"1854091000006118"	"Preferred written language: Amharic"	"black"	NA	"Direct"	"Language"
"1861801000006114"	"Preferred written language: Assamese"	"asian"	NA	"Direct"	"Language"
"1861851000006113"	"Preferred written language: Bambara"	"black"	NA	"Direct"	"Language"
"1861891000006119"	"Preferred written language: Belarusian"	"white"	NA	"Direct"	"Language"
"1861931000006111"	"Preferred written language: Bosnian"	"white"	NA	"Direct"	"Language"
"1861951000006116"	"Preferred written language: Bulgarian"	"white"	NA	"Direct"	"Language"
"1861961000006119"	"Preferred written language: Burmese"	"asian"	NA	"Direct"	"Language"
"1854141000006114"	"Preferred written language: Cantonese and Vietnamese"	"asian"	NA	"Direct"	"Language"
"1854151000006111"	"Preferred written language: Creole"	"black"	NA	"Direct"	"Language"
"1862171000006117"	"Preferred written language: Fijian"	"other"	NA	"Direct"	"Language"
"1862181000006119"	"Preferred written language: Filipino"	"asian"	NA	"Direct"	"Language"
"1854231000006110"	"Preferred written language: French creole"	"black"	NA	"Direct"	"Language"
"1854311000006113"	"Preferred written language: Hindi"	"asian"	NA	"Direct"	"Language"
"1854321000006117"	"Preferred written language: Igbo (Ibo)"	"black"	NA	"Direct"	"Language"
"1854341000006112"	"Preferred written language: Japanese"	"asian"	NA	"Direct"	"Language"
"1862381000006117"	"Preferred written language: Javanese"	"asian"	NA	"Direct"	"Language"
"1862481000006114"	"Preferred written language: Kongo"	"black"	NA	"Direct"	"Language"
"1862511000006118"	"Preferred written language: Kutchi"	"asian"	NA	"Direct"	"Language"
"1854371000006116"	"Preferred written language: Lingala"	"black"	NA	"Direct"	"Language"
"1862561000006115"	"Preferred written language: Lithuanian"	"white"	NA	"Direct"	"Language"
"1854381000006118"	"Preferred written language: Luganda"	"black"	NA	"Direct"	"Language"
"1862611000006117"	"Preferred written language: Malay"	"asian"	NA	"Direct"	"Language"
"1854391000006115"	"Preferred written language: Malayalam"	"asian"	NA	"Direct"	"Language"
"1854401000006118"	"Preferred written language: Mandarin"	"asian"	NA	"Direct"	"Language"
"1862711000006113"	"Preferred written language: Ndebele"	"black"	NA	"Direct"	"Language"
"1862721000006117"	"Preferred written language: Ndebele, North"	"black"	NA	"Direct"	"Language"
"1862731000006119"	"Preferred written language: Ndebele, South"	"black"	NA	"Direct"	"Language"
"1862751000006114"	"Preferred written language: Nepali"	"asian"	NA	"Direct"	"Language"
"1854441000006116"	"Preferred written language: Polish"	"white"	NA	"Direct"	"Language"
"1854521000006110"	"Preferred written language: Swahili"	"asian"	NA	"Direct"	"Language"
"1854561000006116"	"Preferred written language: Tamil"	"asian"	NA	"Direct"	"Language"
"1863081000006114"	"Preferred written language: Tswana"	"black"	NA	"Direct"	"Language"
"1854611000006118"	"Preferred written language: Vietnamese"	"asian"	NA	"Direct"	"Language"
"8063451000006115"	"Cantonese language interpreter needed"	"asian"	NA	"Direct"	"Language"
"8063901000006110"	"Lithuanian language interpreter needed"	"white"	NA	"Direct"	"Language"
"8064231000006114"	"Russian language interpreter needed"	"white"	NA	"Direct"	"Language"
"8063301000006111"	"Albanian language interpreter needed"	"white"	NA	"Direct"	"Language"
"8063321000006118"	"Amharic language interpreter needed"	"black"	NA	"Direct"	"Language"
"8064021000006119"	"Mandarin language interpreter needed"	"asian"	NA	"Direct"	"Language"
"8064611000006117"	"Urdu language interpreter needed" 	"asian"	NA	"Direct"	"Language"
"1854131000006116"	"Preferred written language: Cantonese"	"asian"	NA	"Direct"	"Language"
"8064121000006118"	"Polish language interpreter needed"	"white"	NA	"Direct"	"Language"
