"medcodeid"	"Observations"	"OriginalReadCode"	"CleansedReadCode"	"term"	"SnomedCTConceptId"	"SnomedCTDescriptionId"	"EmisCodeCategoryId"
"1975461000006114"	424	"EMISICD10|F1056"	NA	"mental & behav dis due to use alcohol: psychotic disorder, mixed"	"1975461000006105"	"1975461000006114"	32
"1975511000006112"	1	"EMISICD10|F1070"	NA	"mental & behav dis due to use alcohol: resid & late-onset psychot dis, flashbacks"	"1975511000006108"	"1975511000006112"	32
"1975541000006111"	95	"EMISICD10|F1071"	NA	"mental & behav dis due to use alcohol: resid & late-onset psychot dis, personality or behaviour disorder"	"1975541000006107"	"1975541000006111"	32
"1975591000006119"	20	"EMISICD10|F1073"	NA	"mental & behav dis due to use alcohol: resid & late-onset psychot dis, dementia"	"1975591000006103"	"1975591000006119"	32
"1975661000006111"	2	"EMISICD10|F1072"	NA	"mental & behav dis due to use alcohol: resid & late-onset psychot dis, residual affective disorder"	"1975661000006107"	"1975661000006111"	32
"1976071000006119"	63	"EMISICD10|F1074"	NA	"mental & behav dis due to use alcohol: resid & late-onset psychot dis, other persisting cognitive impairment"	"1976071000006103"	"1976071000006119"	32
"1976111000006110"	6	"EMISICD10|F1075"	NA	"mental & behav dis due to use alcohol: resid & late-onset psychot dis, late-onset psychotic disorder"	"1976111000006106"	"1976111000006110"	32
"2007461000006118"	255	"EMISNQSR25"	NA	"srh care activity - alcohol brief intervention"	"2007461000006102"	"2007461000006118"	37
"2298341000000114"	1603	"9NJz"	"9NJz.00"	"in-house alcohol detoxification"	"892631000000102"	"2298341000000114"	37
"2358251000000115"	762	"2126C"	"2126C00"	"alcohol dependence resolved"	"918321000000104"	"2358251000000115"	27
"2364891000000111"	1158	"9EVD"	"9EVD.00"	"hospital alcohol liaison team report received"	"921441000000103"	"2364891000000111"	37
"2419601000000110"	3561	"8CdK"	"8CdK.00"	"specialist alcohol treatment service signposted"	"946101000000100"	"2419601000000110"	32
"2462911000000112"	361	"9NgzH"	"9NgzH00"	"withdrawn from alcohol detoxification programme"	"719340007"	"3316032010"	37
"2467301000000111"	915	"8BAs"	"8BAs.00"	"alcohol relapse prevention"	"968891000000109"	"2467301000000111"	32
"2475831000000114"	1769	"8BAu"	"8BAu.00"	"alcohol harm reduction programme"	"720175009"	"3319643016"	32
