"prodcode"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnfcode"	"LipidRegulatingMed"
"56182"	"Atorvastatin 80mg tablets (Zentiva)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"56248"	"Atorvastatin 20mg tablets (Sigma Pharmaceuticals Plc)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"56481"	"Zocor 10mg tablets (Sigma Pharmaceuticals Plc)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"56494"	"Zocor 20mg tablets (Sigma Pharmaceuticals Plc)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"56564"	"Atorvastatin 20mg tablets (Almus Pharmaceuticals Ltd)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"56607"	"Pravastatin 20mg tablets (Waymade Healthcare Plc)"	"Pravastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"56735"	"Pravastatin 20mg tablets (Mylan)"	"Pravastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"56841"	"Atorvastatin 40mg tablets (Dexcel-Pharma Ltd)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"56893"	"Pravastatin 40mg tablets (Accord Healthcare Ltd)"	"Pravastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"56916"	"Pravastatin 40mg tablets (PLIVA Pharma Ltd)"	"Pravastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"57108"	"Pravastatin 40mg tablets (Waymade Healthcare Plc)"	"Pravastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"57117"	"Atorvastatin 80mg tablets (Waymade Healthcare Plc)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"57137"	"Pravastatin 10mg tablets (Almus Pharmaceuticals Ltd)"	"Pravastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"57219"	"Fenofibrate micronised 200mg capsules (Sandoz Ltd)"	"Fenofibrate"	"200mg"	"Capsule"	"Oral"	"02120300"	"Fenofibrate"
"57296"	"Pravastatin 20mg tablets (Phoenix Healthcare Distribution Ltd)"	"Pravastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"57329"	"Simvastatin 25mg/5ml oral suspension"	"Simvastatin"	"5mg/1ml"	"Oral suspension"	"Oral"	"02120400"	"Simvastatin"
"57348"	"Atorvastatin 10mg tablets (Consilient Health Ltd)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"57397"	"Pravastatin 10mg tablets (Accord Healthcare Ltd)"	"Pravastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"57489"	"Ciprofibrate 100mg tablets (Zentiva)"	"Ciprofibrate"	"100mg"	"Tablet"	"Oral"	"02120300"	"Ciprofibrate"
"57568"	"Zocor 10mg tablets (Lexon (UK) Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"57763"	"Rosuvastatin 10mg tablets (Waymade Healthcare Plc)"	"Rosuvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"57834"	"Atorvastatin 40mg tablets (DE Pharmaceuticals)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"57836"	"Atorvastatin 80mg tablets (Teva UK Ltd)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"57999"	"Crestor 40mg tablets (Lexon (UK) Ltd)"	"Rosuvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"58041"	"Atorvastatin 20mg tablets (Teva UK Ltd)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"58110"	"Atorvastatin 20mg tablets (Zentiva)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"58315"	"Simvastatin 20mg tablets (Waymade Healthcare Plc)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"58394"	"Atorvastatin 20mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"58418"	"Atorvastatin 80mg tablets (A A H Pharmaceuticals Ltd)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"58480"	"Lipobay 300microgram tablets (Bayer Plc)"	"Cerivastatin"	"300microgram"	"Tablet"	"Oral"	"00000000"	"Cerivastatin"
"58617"	"Rosuvastatin 20mg/5ml oral suspension"	"Rosuvastatin"	"4mg/1ml"	"Oral suspension"	"Oral"	"02120400"	"Rosuvastatin"
"58635"	"Bezalip Mono 400mg modified-release tablets (DE Pharmaceuticals)"	"Bezafibrate"	"400mg"	"Modified-release tablet"	"Oral"	"02120300"	"Bezafibrate"
"58742"	"Atorvastatin 80mg tablets (Arrow Generics Ltd)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"58755"	"Simvastatin 10mg tablets (Phoenix Healthcare Distribution Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"58834"	"Atorvastatin 10mg tablets (DE Pharmaceuticals)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"58868"	"Atorvastatin 10mg tablets (Sigma Pharmaceuticals Plc)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"59002"	"Bezafibrate 400mg modified-release tablets (DE Pharmaceuticals)"	"Bezafibrate"	"400mg"	"Modified-release tablet"	"Oral"	"02120300"	"Bezafibrate"
"59272"	"Atorvastatin 20mg tablets (Waymade Healthcare Plc)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"59278"	"Fluvastatin 20mg capsules (Zentiva)"	"Fluvastatin"	"20mg"	"Capsule"	"Oral"	"02120400"	"Fluvastatin"
"59331"	"Lipitor 10mg tablets (DE Pharmaceuticals)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"59357"	"Atorvastatin 10mg tablets (Ranbaxy (UK) Ltd)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"59446"	"Atorvastatin 40mg tablets (Almus Pharmaceuticals Ltd)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"59447"	"Crestor 20mg tablets (Waymade Healthcare Plc)"	"Rosuvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"59452"	"Rosuvastatin 5mg tablets (Waymade Healthcare Plc)"	"Rosuvastatin"	"5mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"59508"	"Pravastatin 20mg tablets (Accord Healthcare Ltd)"	"Pravastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"59776"	"Atorvastatin 80mg tablets (Aspire Pharma Ltd)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"59859"	"Atorvastatin 10mg tablets (Teva UK Ltd)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"60101"	"Colestyramine 4g oral powder sachets sugar free (Teva UK Ltd)"	"Colestyramine"	"4gram"	"Powder"	"Oral"	"01090200/02120100"	"Colestyramine"
"60160"	"Rosuvastatin 5mg tablets (Mawdsley-Brooks & Company Ltd)"	"Rosuvastatin"	"5mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"60251"	"Pravastatin 10mg tablets (Sandoz Ltd)"	"Pravastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"60342"	"Berocca effervescent tablets tropical (Bayer Plc)"	"Nicotinic acid"	"476mg + 8.6microgram + 130microgram + 10.4mg + 13.6mg + 45.3mg + 7.1mg + 22.7mg + 366microgram + 95mg + 95mg + 9mg"	"Effervescent tablet"	"Oral"	"09040251"	"Nicotinic acid"
"60385"	"Bezalip Mono 400mg modified-release tablets (Lexon (UK) Ltd)"	"Bezafibrate"	"400mg"	"Modified-release tablet"	"Oral"	"02120300"	"Bezafibrate"
"60464"	"Atorvastatin 20mg/5ml oral suspension"	"Atorvastatin"	"4mg/1ml"	"Oral suspension"	"Oral"	"02120400"	"Atorvastatin"
"60511"	"Atorvastatin 40mg tablets (Ranbaxy (UK) Ltd)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"60607"	"Atorvastatin 80mg tablets (DE Pharmaceuticals)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"60788"	"Fenofibrate micronised 267mg capsules (Zentiva)"	"Fenofibrate"	"267mg"	"Capsule"	"Oral"	"02120300"	"Fenofibrate"
"60989"	"Atorvastatin 80mg tablets (Phoenix Healthcare Distribution Ltd)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"61087"	"Questran Light 4g oral powder sachets (Mawdsley-Brooks & Company Ltd)"	"Colestyramine"	"4gram"	"Powder"	"Oral"	"01090200/02120100"	"Colestyramine"
"61134"	"Pravastatin 20mg tablets (Sigma Pharmaceuticals Plc)"	"Pravastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"61149"	"Atorvastatin 10mg tablets (Waymade Healthcare Plc)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"61155"	"Simvastatin 40mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)"	"Simvastatin"	"8mg/1ml"	"Oral suspension"	"Oral"	"02120400"	"Simvastatin"
"61321"	"Simvastatin 10mg tablets (Sandoz Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"61360"	"Simvastatin 10mg tablets (Almus Pharmaceuticals Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"61665"	"Simvastatin 10mg tablets (Waymade Healthcare Plc)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"62132"	"Lipobay 400microgram tablets (Bayer Plc)"	"Cerivastatin"	"400microgram"	"Tablet"	"Oral"	"00000000"	"Cerivastatin"
"62137"	"Simvastatin 40mg tablets (Waymade Healthcare Plc)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"62148"	"Fluvastatin 20mg capsules (Actavis UK Ltd)"	"Fluvastatin"	"20mg"	"Capsule"	"Oral"	"02120400"	"Fluvastatin"
"62219"	"Atorvastatin 20mg tablets (DE Pharmaceuticals)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"62429"	"Atorvastatin 20mg tablets (DE Pharmaceuticals)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"62476"	"Atorvastatin 80mg tablets (Almus Pharmaceuticals Ltd)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"62979"	"Pravastatin 40mg tablets (Kent Pharmaceuticals Ltd)"	"Pravastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"63074"	"Pravastatin 20mg tablets (PLIVA Pharma Ltd)"	"Pravastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"63140"	"Atorvastatin 10mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"63249"	"Atorvastatin 80mg tablets (Consilient Health Ltd)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"63343"	"Generic Crampex tablets"	"Nicotinic acid"	"20microgram + 200mg + 20mg"	"Tablet"	"Oral"	"10020202"	"Nicotinic acid"
"63469"	"Atorvastatin 30mg tablets (Consilient Health Ltd)"	"Atorvastatin"	"30mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"63737"	"Fenofibrate micronised 267mg capsules (Sigma Pharmaceuticals Plc)"	"Fenofibrate"	"267mg"	"Capsule"	"Oral"	"02120300"	"Fenofibrate"
"63787"	"Pravastatin 10mg tablets (Tillomed Laboratories Ltd)"	"Pravastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"64067"	"Atorvastatin 20mg/5ml oral solution"	"Atorvastatin"	"4mg/1ml"	"Oral solution"	"Oral"	"02120400"	"Atorvastatin"
"64104"	"Simvastatin 20mg tablets (Crescent Pharma Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"64180"	"Simvastatin 10mg tablets (Crescent Pharma Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"64307"	"Simvastatin 40mg tablets (Crescent Pharma Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"64503"	"Bezalip Mono 400mg modified-release tablets (Waymade Healthcare Plc)"	"Bezafibrate"	"400mg"	"Modified-release tablet"	"Oral"	"02120300"	"Bezafibrate"
"64702"	"Atorvastatin 30mg tablets (A A H Pharmaceuticals Ltd)"	"Atorvastatin"	"30mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"64810"	"Atorvastatin 40mg tablets (Phoenix Healthcare Distribution Ltd)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"64825"	"Atorvastatin 10mg tablets (Phoenix Healthcare Distribution Ltd)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"64868"	"Atorvastatin 40mg tablets (Sigma Pharmaceuticals Plc)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"64933"	"Fenofibrate micronised 267mg capsules (Ranbaxy (UK) Ltd)"	"Fenofibrate"	"267mg"	"Capsule"	"Oral"	"02120300"	"Fenofibrate"
"64968"	"Simvastatin 10mg tablets (DE Pharmaceuticals)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"64984"	"Fenofibrate micronised 160mg tablets (Phoenix Healthcare Distribution Ltd)"	"Fenofibrate"	"160mg"	"Tablet"	"Oral"	"02120300"	"Fenofibrate"
"65181"	"Simvastatin 40mg tablets (DE Pharmaceuticals)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"65193"	"Atorvastatin 20mg tablets (Ranbaxy (UK) Ltd)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"65572"	"Fenofibrate micronised 160mg tablets (Thornton & Ross Ltd)"	"Fenofibrate"	"160mg"	"Tablet"	"Oral"	"02120300"	"Fenofibrate"
"65679"	"Simvastatin 20mg tablets (DE Pharmaceuticals)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"65901"	"Simvastatin 40mg tablets (Zentiva)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"65925"	"Simvastatin 20mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)"	"Simvastatin"	"4mg/1ml"	"Oral suspension"	"Oral"	"02120400"	"Simvastatin"
"66087"	"Modalim 100mg tablets (Mawdsley-Brooks & Company Ltd)"	"Ciprofibrate"	"100mg"	"Tablet"	"Oral"	"02120300"	"Ciprofibrate"
"66425"	"Bezafibrate 400mg modified-release tablets (A A H Pharmaceuticals Ltd)"	"Bezafibrate"	"400mg"	"Modified-release tablet"	"Oral"	"02120300"	"Bezafibrate"
"66505"	"Fenofibrate 145mg / Simvastatin 40mg tablets"	"Fenofibrate/Simvastatin"	"40mg + 145mg"	"Tablet"	"Oral"	"02120300/02120400"	"Fenofibrate/Simvastatin"
"66564"	"Bezafibrate 400mg modified-release tablets (Phoenix Healthcare Distribution Ltd)"	"Bezafibrate"	"400mg"	"Modified-release tablet"	"Oral"	"02120300"	"Bezafibrate"
"66780"	"Fenofibrate 145mg / Simvastatin 20mg tablets"	"Fenofibrate/Simvastatin"	"20mg + 145mg"	"Tablet"	"Oral"	"02120300/02120400"	"Fenofibrate/Simvastatin"
"66963"	"Atorvastatin 80mg tablets (Sigma Pharmaceuticals Plc)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"67098"	"Simvastatin 10mg tablets (Brown & Burk UK Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"67157"	"Fenofibrate micronised 200mg capsules (Phoenix Healthcare Distribution Ltd)"	"Fenofibrate"	"200mg"	"Capsule"	"Oral"	"02120300"	"Fenofibrate"
"67328"	"Lescol XL 80mg tablets (Mawdsley-Brooks & Company Ltd)"	"Fluvastatin"	"80mg"	"Modified-release tablet"	"Oral"	"02120400"	"Fluvastatin"
"67329"	"Lipantil Micro 267 capsules (DE Pharmaceuticals)"	"Fenofibrate"	"267mg"	"Capsule"	"Oral"	"02120300"	"Fenofibrate"
"67402"	"Atorvastatin 40mg tablets (Kent Pharmaceuticals Ltd)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"67573"	"Atorvastatin 10mg tablets (DE Pharmaceuticals)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"67660"	"Atorvastatin 80mg tablets (Ranbaxy (UK) Ltd)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"67745"	"Simvastatin 10mg tablets (Zentiva)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"67773"	"Simvastatin 20mg tablets (Zentiva)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"67829"	"Pravastatin 20mg tablets (Sandoz Ltd)"	"Pravastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"67846"	"Atorvastatin 10mg tablets (Almus Pharmaceuticals Ltd)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"67883"	"Lomitapide 5mg capsules"	"Lomitapide"	"5mg"	"Capsule"	"Oral"	"02120700"	"Lomitapide"
"68023"	"Atorvastatin 10mg tablets (Aspire Pharma Ltd)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"68048"	"Atorvastatin 20mg tablets (Phoenix Healthcare Distribution Ltd)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"68156"	"Pravastatin 10mg tablets (A A H Pharmaceuticals Ltd)"	"Pravastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"68386"	"Colestyramine 4g oral powder sachets (J M McGill Ltd)"	"Colestyramine"	"4gram"	"Powder"	"Oral"	"01090200/02120100"	"Colestyramine"
"68467"	"Atorvastatin 20mg tablets (Kent Pharmaceuticals Ltd)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"68563"	"Simvastatin 40mg tablets (Brown & Burk UK Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"68686"	"Simvastatin 20mg tablets (Genesis Pharmaceuticals Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"68785"	"Atorvastatin 10mg tablets (Mylan)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"68827"	"Atorvastatin 20mg tablets (Mylan)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"69093"	"Atorvastatin 80mg tablets (Wockhardt UK Ltd)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"69413"	"Simvastatin 20mg tablets (Brown & Burk UK Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"69427"	"Atorvastatin 40mg tablets (Mylan)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"69528"	"Cholib 145mg/20mg tablets (Mylan)"	"Fenofibrate/Simvastatin"	"20mg + 145mg"	"Tablet"	"Oral"	"02120300/02120400"	"Fenofibrate/Simvastatin"
"70308"	"Crestor 20mg tablets (Sigma Pharmaceuticals Plc)"	"Rosuvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"70397"	"Repatha 140mg/1ml solution for injection pre-filled syringes (Amgen Ltd)"	"Evolocumab"	"140mg/1ml"	"Solution for injection"	"Subcutaneous"	"02120700"	"Evolocumab"
"70486"	"Cholib 145mg/40mg tablets (Mylan)"	"Fenofibrate/Simvastatin"	"40mg + 145mg"	"Tablet"	"Oral"	"02120300/02120400"	"Fenofibrate/Simvastatin"
"70580"	"Evolocumab 140mg/1ml solution for injection pre-filled disposable devices"	"Evolocumab"	"140mg/1ml"	"Solution for injection"	"Subcutaneous"	"02120700"	"Evolocumab"
"70673"	"Alirocumab 75mg/1ml solution for injection pre-filled disposable devices"	"Alirocumab"	"75mg/1ml"	"Solution for injection"	"Subcutaneous"	"02120700"	"Alirocumab"
"70693"	"Atorvastatin 10mg tablets (Sigma Pharmaceuticals Plc)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"70751"	"Bezalip Mono 400mg modified-release tablets (Sigma Pharmaceuticals Plc)"	"Bezafibrate"	"400mg"	"Modified-release tablet"	"Oral"	"02120300"	"Bezafibrate"
"70950"	"Fenofibrate micronised 200mg capsules (Waymade Healthcare Plc)"	"Fenofibrate"	"200mg"	"Capsule"	"Oral"	"02120300"	"Fenofibrate"
"70987"	"Atorvastatin 10mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"71014"	"Rosuvastatin 20mg tablets (Waymade Healthcare Plc)"	"Rosuvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"71015"	"Pravastatin 10mg tablets (Medreich Plc)"	"Pravastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"71016"	"Ciprofibrate 100mg tablets (DE Pharmaceuticals)"	"Ciprofibrate"	"100mg"	"Tablet"	"Oral"	"02120300"	"Ciprofibrate"
"71017"	"Atorvastatin 20mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"71029"	"Fluvastatin 40mg capsules (Sandoz Ltd)"	"Fluvastatin"	"40mg"	"Capsule"	"Oral"	"02120400"	"Fluvastatin"
"71773"	"Simvastatin 80mg tablets (Brown & Burk UK Ltd)"	"Simvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"71793"	"Alirocumab 150mg/1ml solution for injection pre-filled disposable devices"	"Alirocumab"	"150mg/1ml"	"Solution for injection"	"Subcutaneous"	"02120700"	"Alirocumab"
"72048"	"Pravastatin 40mg tablets (Actavis UK Ltd)"	"Pravastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"72050"	"Simvastatin 10mg tablets (Genesis Pharmaceuticals Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"72092"	"Fenofibrate micronised 160mg tablets (Waymade Healthcare Plc)"	"Fenofibrate"	"160mg"	"Tablet"	"Oral"	"02120300"	"Fenofibrate"
"72149"	"Pravastatin 5mg/5ml oral suspension"	"Pravastatin"	"1mg/1ml"	"Oral suspension"	"Oral"	"02120400"	"Pravastatin"
"72164"	"Atorvastatin 20mg tablets (Bristol Laboratories Ltd)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"72213"	"Atorvastatin 20mg tablets (Wockhardt UK Ltd)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"72308"	"Fluvastatin 20mg capsules (Alliance Healthcare (Distribution) Ltd)"	"Fluvastatin"	"20mg"	"Capsule"	"Oral"	"02120400"	"Fluvastatin"
"72641"	"Atorvastatin 40mg/5ml oral solution"	"Atorvastatin"	"8mg/1ml"	"Oral solution"	"Oral"	"02120400"	"Atorvastatin"
"72988"	"Cholemin 4g/sachet Sachets (Berk Pharmaceuticals Ltd)"	"Colestyramine"	"4gram"	"Powder"	"Oral"	"01090200/02120100"	"Colestyramine"
"73025"	"Rosuvastatin 20mg tablets (Mylan)"	"Rosuvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"73383"	"Fluvastatin 40mg capsules (Actavis UK Ltd)"	"Fluvastatin"	"40mg"	"Capsule"	"Oral"	"02120400"	"Fluvastatin"
"73384"	"Fenofibrate micronised 200mg capsules (DE Pharmaceuticals)"	"Fenofibrate"	"200mg"	"Capsule"	"Oral"	"02120300"	"Fenofibrate"
"73385"	"Fenofibrate micronised 200mg capsules (Kent Pharmaceuticals Ltd)"	"Fenofibrate"	"200mg"	"Capsule"	"Oral"	"02120300"	"Fenofibrate"
"73491"	"Fenofibrate micronised 267mg capsules (A A H Pharmaceuticals Ltd)"	"Fenofibrate"	"267mg"	"Capsule"	"Oral"	"02120300"	"Fenofibrate"
"73520"	"Lipitor 20mg tablets (DE Pharmaceuticals)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"73910"	"Colestipol 1g tablets"	"Colestipol"	"1gram"	"Tablet"	"Oral"	"02120100"	"Colestipol"
"74009"	"Bezalip Mono 400mg modified-release tablets (Dowelhurst Ltd)"	"Bezafibrate"	"400mg"	"Modified-release tablet"	"Oral"	"02120300"	"Bezafibrate"
"74067"	"Repatha SureClick 140mg/1ml solution for injection pre-filled pens (Amgen Ltd)"	"Evolocumab"	"140mg/1ml"	"Solution for injection"	"Subcutaneous"	"02120700"	"Evolocumab"
"74085"	"Lescol 40mg capsules (Sigma Pharmaceuticals Plc)"	"Fluvastatin"	"40mg"	"Capsule"	"Oral"	"02120400"	"Fluvastatin"
"74161"	"Ezetimibe 10mg tablets (Mylan)"	"Ezetimibe"	"10mg"	"Tablet"	"Oral"	"02120000"	"Ezetimibe"
"74346"	"Evolocumab 140mg/1ml solution for injection pre-filled syringes"	"Evolocumab"	"140mg/1ml"	"Solution for injection"	"Subcutaneous"	"02120700"	"Evolocumab"
"74518"	"Atorvastatin 10mg tablets (Wockhardt UK Ltd)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"74552"	"Rosuvastatin 10mg tablets (Milpharm Ltd)"	"Rosuvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"74825"	"Lipantil Micro 200 capsules (Waymade Healthcare Plc)"	"Fenofibrate"	"200mg"	"Capsule"	"Oral"	"02120300"	"Fenofibrate"
"75134"	"Simvastatin 80mg tablets (Mylan)"	"Simvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
