"medcode"	"term"	"database"
"90743"	"delivery of oral chemotherapy for neoplasm"	"Gold"
"112908"	"antepartum haemorrhage with coagulation defect nos"	"Gold"
"103797"	"placenta normal size"	"Gold"
"19599"	"first degree perineal tear during delivery"	"Gold"
"2664"	"gestational diabetes mellitus"	"Gold"
"11650"	"third degree perineal tear during delivery"	"Gold"
"45451"	"bicornuate uterus - baby delivered + postpartum complication"	"Gold"
"65725"	"antenatal deep vein thrombosis unspecified"	"Gold"
"116369"	"other multiple pregnancy - delivered"	"Gold"
"51736"	"low vacuum delivery"	"Gold"
"62279"	"l'episcopo operation for obstetric palsy"	"Gold"
"73559"	"unspecified pregnancy vomiting unspecified"	"Gold"
"44306"	"eclampsia in labour"	"Gold"
"112561"	"puerperal cerebrovascular disorder nos"	"Gold"
"13819"	"antenatal amniocentesis"	"Gold"
"95703"	"14 - 20 weeks gestational age"	"Gold"
"52308"	"fetal death due to labour anoxia"	"Gold"
"107186"	"large-for-dates with antenatal problem"	"Gold"
"36703"	"vulval and perineal haematoma during delivery"	"Gold"
"2458"	"vacuum delivery"	"Gold"
"70901"	"fetus/neonate affected by feto-maternal transplacental trans"	"Gold"
"68215"	"abnormal gtt during pregnancy - baby delivered"	"Gold"
"48708"	"postmature labour"	"Gold"
"16750"	"antenatal care: primigravida"	"Gold"
"21160"	"[v]pregnancy not (yet) confirmed"	"Gold"
"13984"	"antenatal ultrasound confirms ectopic pregnancy"	"Gold"
"112124"	"maternal gonorrhoea, unspec whether in pregnancy/puerperium"	"Gold"
"22975"	"g.p. unit delivery booking"	"Gold"
"71876"	"herpes gestationis - delivered with postnatal complication"	"Gold"
"32988"	"private home delivery booking"	"Gold"
"32989"	"domino delivery"	"Gold"
"94059"	"obstetric doppler studies nos"	"Gold"
"28730"	"bladder injury - obstetric"	"Gold"
"22765"	"urethra injury - obstetric"	"Gold"
"27916"	"tear of cervix - obstetric"	"Gold"
"71851"	"prolapsed arm with antenatal problem"	"Gold"
"31934"	"obstetric breast infections"	"Gold"
"40723"	"unspecified hypertension in pregnancy/childbirth/puerperium"	"Gold"
"95354"	"progess of second stage of labour"	"Gold"
"109421"	"fetus or neonate affected by long labour"	"Gold"
"112351"	"obstetric breast abscess - deliv with postnatal complication"	"Gold"
"67893"	"malnutrition in pregnancy"	"Gold"
"70993"	"glycosuria during pregnancy nos"	"Gold"
"49485"	"labour+delivery complicatd by biochem evidence/fetal stress"	"Gold"
"104542"	"education about toxoplasmosis precautions during pregnancy"	"Gold"
"105865"	"provision of information about antenatal screening"	"Gold"
"23438"	"risk factors in pregnancy nos"	"Gold"
"102136"	"unspecified maternal pyrexia during labour nos"	"Gold"
"62622"	"obstructed labour nos, unspecified"	"Gold"
"108419"	"complication of anaesthesia during labour and deliv unsp"	"Gold"
"112111"	"air embolism following abortive pregnancy"	"Gold"
"5522"	"complications of labour and delivery nos"	"Gold"
"25238"	"epds - edinburgh postnatal depression scale"	"Gold"
"40702"	"slow progress in first stage of labour"	"Gold"
"97741"	"cracked nipple in pregnancy/puerperium/lactation unspecified"	"Gold"
"109043"	"health visitor antenatal visit"	"Gold"
"47928"	"oligohydramnios with antenatal problem"	"Gold"
"103319"	"[x]complications of labour and delivery"	"Gold"
"115705"	"uterine operation scar in pregnancy/childb/puerp + a/n prob"	"Gold"
"67035"	"transient hypertension of pregnancy - deliv with p/n comp"	"Gold"
"105694"	"[x]supervision of other normal pregnancy"	"Gold"
"37267"	"obstructed labour due to generally contracted pelvis"	"Gold"
"116023"	"angular pregnancy"	"Gold"
"53097"	"duration of pregnancy"	"Gold"
"61611"	"trial of labour nec"	"Gold"
"64125"	"other specified complication nos follow abortive pregnancy"	"Gold"
"112999"	"fetus or neonate affected by ectopic pregnancy nos"	"Gold"
"50571"	"parametritis following abortive pregnancy"	"Gold"
"22261"	"onset of labour induced"	"Gold"
"49294"	"other fetal and placental problems"	"Gold"
"57640"	"uterine operation scar in pregnancy/childbirth/puerp nos"	"Gold"
"2924"	"hysterotomy and termination of pregnancy"	"Gold"
"27952"	"[v]ph comp of pregnancy, childbirth and the puerperium"	"Gold"
"58156"	"other ectopic pregnancy"	"Gold"
"59681"	"gestational phlebitis nos"	"Gold"
"53141"	"tumour of uterine body in pregnancy/childbirth/puerperium"	"Gold"
"55730"	"[v]supervision of normal pregnancy"	"Gold"
"86021"	"other obstetric operations"	"Gold"
"50555"	"fetus or neonate affected by maternal oligohydramnios"	"Gold"
"5709"	"pregnancy care"	"Gold"
"35928"	"other breast disorder in pregnancy/puerperium/lact unspec"	"Gold"
"112099"	"afibrinogenaemia following abortive pregnancy"	"Gold"
"14789"	"fetus affected by breech delivery"	"Gold"
"100104"	"health in pregnancy grant claim form issued"	"Gold"
"167"	"normal delivery"	"Gold"
"65900"	"progress of labour - first stage"	"Gold"
"85992"	"non routine obstetric scan for fetal observations"	"Gold"
"72883"	"[x]other vomiting complicating pregnancy"	"Gold"
"22929"	"non-urgent obstetric admission"	"Gold"
"96745"	"other obstetric trauma - delivered"	"Gold"
"59588"	"genital varices in pregnancy"	"Gold"
"51848"	"galactocele - obstetric"	"Gold"
"105146"	"other specified obstetric doppler ultrasound"	"Gold"
"32997"	"1st stage of labour length"	"Gold"
"5721"	"urinary tract infection following delivery"	"Gold"
"114162"	"[x]other antepartum haemorrhage"	"Gold"
"29071"	"intravenous induction of labour"	"Gold"
"24046"	"puerperal pyrexia of unknown origin"	"Gold"
"67863"	"observation of quantity of pregnancy"	"Gold"
"34411"	"delivered by mid-cavity forceps delivery"	"Gold"
"23485"	"infective/parasitic disease in preg/childbirth/puerperium"	"Gold"
"9546"	"a/n care: obstetric risk"	"Gold"
"12890"	"confirmation of pregnancy"	"Gold"
"54596"	"false labour at or after 37 completed weeks of gestation"	"Gold"
"54763"	"major puerperal infection nos, unspecified"	"Gold"
"37735"	"secondary postpartum haemorrhage unspecified"	"Gold"
"47080"	"unspecified renal disease in pregnancy"	"Gold"
"100670"	"thyroid dysfunction during pregnancy - baby delivered"	"Gold"
"93329"	"fetus/neonate affected-placental/breast transfer anti-infect"	"Gold"
"3191"	"abdominal pain in pregnancy"	"Gold"
"33708"	"anaemia during pregnancy - baby delivered"	"Gold"
"27740"	"other pregnancy complication nec"	"Gold"
"48230"	"deliveries by spontaneous breech delivery"	"Gold"
"36137"	"early onset of delivery nos"	"Gold"
"67698"	"post-term pregnancy unspecified"	"Gold"
"42101"	"threatened premature labour nos"	"Gold"
"69458"	"obstetric high vaginal laceration"	"Gold"
"33352"	"obstetric inversion of uterus"	"Gold"
"9556"	"abscess, breast, non puerperal"	"Gold"
"10596"	"mastitis - non puerperal"	"Gold"
"32877"	"ruptured uterus before labour"	"Gold"
"6560"	"haemorrhoids in pregnancy and the puerperium"	"Gold"
"98133"	"risk life pregnant woman greater than if pregnancy terminatd"	"Gold"
"36000"	"seen in postnatal clinic"	"Gold"
"73560"	"other complications of obstetric procedures - delivered"	"Gold"
"54668"	"[v]other specified postpartum care and examination"	"Gold"
"63648"	"fetus/neonate affected by antepartum haemorrhage unspecified"	"Gold"
"44404"	"obstetric pulmonary embolism nos with postnatal complication"	"Gold"
"20165"	"postpartum coagulation defects"	"Gold"
"96742"	"fetus/neonate affected-placenta/breast transfer hallucinogen"	"Gold"
"59639"	"delayed expulsion of placenta"	"Gold"
"106286"	"obstetric damage to pelvic joints and ligaments - delivered"	"Gold"
"59941"	"early onset of delivery unspecified"	"Gold"
"70006"	"placenta praevia without haemorrhage - delivered"	"Gold"
"6298"	"[v]antenatal screening"	"Gold"
"32950"	"cornual pregnancy"	"Gold"
"105006"	"complication termination pregnancy affecting fetus newborn"	"Gold"
"54690"	"maternal care for cns malformation in fetus"	"Gold"
"32590"	"delivery problem"	"Gold"
"21438"	"vacuum termination of pregnancy"	"Gold"
"20738"	"manually assisted vaginal delivery"	"Gold"
"30970"	"syndrome of infant of mother with gestational diabetes"	"Gold"
"35912"	"[v]pregnancy confirmed"	"Gold"
"97907"	"other problems affecting labour"	"Gold"
"99980"	"fatigue during pregnancy - not delivered"	"Gold"
"107708"	"other phlebitis/thrombosis in pregnancy/puerperium - deliv"	"Gold"
"50924"	"first degree perineal tear during delivery with p/n problem"	"Gold"
"34628"	"failed forceps delivery"	"Gold"
"819"	"obstructed labour"	"Gold"
"45032"	"misc. antenatal data"	"Gold"
"49789"	"double uterus in pregnancy, childbirth and the puerperium"	"Gold"
"24447"	"monitoring during labour"	"Gold"
"29593"	"antenatal care: 3rd pregnancy"	"Gold"
"23800"	"immediate repair of obstetric tear"	"Gold"
"11268"	"immediate suture of obstetric laceration"	"Gold"
"49407"	"low weight gain in pregnancy"	"Gold"
"94129"	"one placental membrane present"	"Gold"
"43959"	"outcome of delivery nos"	"Gold"
"56217"	"haemorrhoids in pregnancy and the puerperium unspecified"	"Gold"
"97367"	"obstetric pulmonary embolism nos - delivered"	"Gold"
"52583"	"fatigue during pregnancy"	"Gold"
"112106"	"acute renal failure following abortive pregnancy"	"Gold"
"73331"	"duration of second stage of labour"	"Gold"
"70615"	"vulval and perineal haematoma during delivery nos"	"Gold"
"66496"	"breech presentation with antenatal problem"	"Gold"
"112122"	"maternal syphilis during pregnancy - baby not yet delivered"	"Gold"
"39117"	"eclampsia in pregnancy"	"Gold"
"60953"	"precipitate delivery"	"Gold"
"53572"	"other specified complications of labour or delivery"	"Gold"
"863"	"caesarean section - pregnancy at term"	"Gold"
"113350"	"fetus or neonate affected by placental infarction"	"Gold"
"90776"	"review of pregnancy"	"Gold"
"444"	"referral to antenatal clinic"	"Gold"
"99467"	"placental lactogen - hpl"	"Gold"
"99154"	"varicose veins of legs in pregnancy/puerperium unspecified"	"Gold"
"9668"	"elective lower uterine segment caesarean delivery"	"Gold"
"100563"	"obstructed labour caused by pelvic soft tissues unspecified"	"Gold"
"99664"	"other placental conditions nos"	"Gold"
"23548"	"obstructed labour caused by bony pelvis"	"Gold"
"72195"	"obstetric nipple infection with postnatal complication"	"Gold"
"96724"	"unspecified renal disease in pregnancy - delivered"	"Gold"
"33441"	"maternal care for viable fetus in abdominal pregnancy"	"Gold"
"103255"	"other obstetric breast infection nos"	"Gold"
"104746"	"obstructed labour caused by pelvic soft tissues nos"	"Gold"
"101260"	"early pregnancy haemorrhage nos - delivered"	"Gold"
"9791"	"nd - normal delivery"	"Gold"
"29685"	"u-s obstetric scan abnormal"	"Gold"
"35859"	"pregnancy alcohol advice"	"Gold"
"47786"	"placental infection"	"Gold"
"38556"	"pregnancy dental advice"	"Gold"
"106957"	"did not attend pertussis vaccination in pregnancy"	"Gold"
"24603"	"other haemorrhage in early pregnancy"	"Gold"
"9625"	"labour and delivery complicated by fetal heart rate anomaly"	"Gold"
"112103"	"periurethral tissue damage following abortive pregnancy"	"Gold"
"73983"	"obstetric anaesthesia with pulmonary complications"	"Gold"
"47608"	"infections of bladder in pregnancy"	"Gold"
"28861"	"delivery by caesarean hysterectomy"	"Gold"
"42598"	"maternal rubella in pregnancy, childbirth and the puerperium"	"Gold"
"37878"	"multiple birth delivery"	"Gold"
"116778"	"[x]other obstetric injury to pelvic organs"	"Gold"
"63751"	"glycosuria during pregnancy - not delivered"	"Gold"
"15418"	"genitourinary tract infection in pregnancy - not delivered"	"Gold"
"72437"	"vulval abnormality in pregnancy/childbirth/puerperium nos"	"Gold"
"45912"	"other specified other obstetric operation"	"Gold"
"112772"	"unspecified renal disease in pregnancy nos"	"Gold"
"101272"	"breast engorgement in pregnancy/puerperium/lact + a/n comp"	"Gold"
"49733"	"cardiac comps of anaesthesia during labour and delivery"	"Gold"
"36655"	"observation of blood loss in labour"	"Gold"
"99170"	"observation of first stage of labour"	"Gold"
"115247"	"segments of uterus distinguishable in labour"	"Gold"
"25112"	"labour established"	"Gold"
"42226"	"fetus or neonate affected by external version before labour"	"Gold"
"34253"	"postnatal support group"	"Gold"
"15480"	"born by normal vaginal delivery"	"Gold"
"98059"	"[x]other manipulation-assisted delivery"	"Gold"
"56915"	"labour problem"	"Gold"
"69072"	"other blood-group isoimmunisation with antenatal problem"	"Gold"
"104807"	"other immediate postpartum haemorrhage unspecified"	"Gold"
"73111"	"polyhydramnios unspecified"	"Gold"
"92362"	"congenital abnormality uterus in pregnancy/childb/puerp nos"	"Gold"
"54938"	"unspecified renal disease in pregnancy unspecified"	"Gold"
"95875"	"non routine obstetric scan for fetal observations nos"	"Gold"
"63362"	"defibrination syndrome following abortive pregnancy"	"Gold"
"70607"	"immediate repair of minor obstetric laceration"	"Gold"
"5778"	"pregnancy advice"	"Gold"
"62656"	"rapid second stage of labour"	"Gold"
"64298"	"other threatened labour - not delivered"	"Gold"
"73311"	"venous complications of pregnancy and puerperium nos"	"Gold"
"24655"	"admit obstetric emergency"	"Gold"
"106067"	"other cervical abnormality affecting obstetric care"	"Gold"
"4094"	"unspecified prolonged labour - delivered"	"Gold"
"114059"	"other obstetric trauma unspecified"	"Gold"
"61226"	"[v]other specified outcome of delivery"	"Gold"
"53094"	"other specified obstetric monitoring"	"Gold"
"59313"	"contin pregnancy after intrauterine death of sibling fetus"	"Gold"
"113063"	"progess of delivery"	"Gold"
"108033"	"[x]other premature separation of placenta"	"Gold"
"94396"	"obstructed labour nos"	"Gold"
"8446"	"gestational diabetes mellitus"	"Gold"
"31583"	"oligohydramnios"	"Gold"
"69722"	"[v]unspecified high-risk pregnancy"	"Gold"
"34639"	"diabetes mellitus during pregnancy - baby delivered"	"Gold"
"105276"	"breech extraction delivery with version"	"Gold"
"103890"	"estimated date of delivery from last period"	"Gold"
"43754"	"medical condition nos in pregnancy/childbirth/puerperium"	"Gold"
"114562"	"antepartum haemorrhage with uterine leiomyoma unspecified"	"Gold"
"72298"	"other obstetric pelvic organ damage"	"Gold"
"101229"	"observation of delivery push in labour"	"Gold"
"99518"	"maternal care for compound presentation"	"Gold"
"34081"	"oligohydramnios nos"	"Gold"
"108202"	"delivery fraction radiotherapy superficial orthovoltage mach"	"Gold"
"50675"	"forceps delivery - delivered"	"Gold"
"42614"	"pregnancy observations"	"Gold"
"14083"	"antenatal ultrasound scan nos"	"Gold"
"57236"	"puerperal endometritis with postnatal complication"	"Gold"
"30948"	"post-term pregnancy - delivered"	"Gold"
"53490"	"infections of urethra in pregnancy"	"Gold"
"44472"	"other complications of labour and delivery"	"Gold"
"44872"	"obstetric high vaginal laceration - delivered"	"Gold"
"13419"	"antenatal blood group screen"	"Gold"
"42120"	"abnormal haematologic find on antenatal screening of mother"	"Gold"
"105323"	"delivery fraction complex radiotherapy megavoltage machine"	"Gold"
"9754"	"early stage of pregnancy"	"Gold"
"43344"	"[v]illegitimate pregnancy"	"Gold"
"73028"	"obstetric pelvic haematoma - delivered"	"Gold"
"67572"	"fetus/neonate affected by mat bony pelvis abn in labour/del"	"Gold"
"40080"	"other specified other induction of labour"	"Gold"
"49777"	"[v]supervision of very young primigravida"	"Gold"
"115819"	"no progress in second stage of labour"	"Gold"
"48742"	"face delivery"	"Gold"
"33884"	"multiple delivery, all spontaneous"	"Gold"
"31743"	"normal delivery but ante- or post- natal conditions present"	"Gold"
"7781"	"puerperal septicaemia"	"Gold"
"41483"	"puerperal salpingitis"	"Gold"
"46527"	"primigravida"	"Gold"
"14892"	"vacuum delivery nos"	"Gold"
"64464"	"other breech delivery nos"	"Gold"
"114018"	"post-delivery acute renal failure nos"	"Gold"
"98057"	"vulval abnormality affecting obstetric care"	"Gold"
"107198"	"unspecified maternal pyrexia during labour, unspecified"	"Gold"
"13163"	"delivery booking place"	"Gold"
"93914"	"observation of completeness of placenta"	"Gold"
"67737"	"placenta oedematous"	"Gold"
"11989"	"referral for termination of pregnancy"	"Gold"
"13416"	"antenatal sickle cell screen"	"Gold"
"94405"	"antenatal deep vein thrombosis - delivered"	"Gold"
"105419"	"high vacuum delivery"	"Gold"
"36959"	"obstetric shock"	"Gold"
"112133"	"other mat. venereal dis. in pregnancy/childbirth/puerp. nos"	"Gold"
"50512"	"tubal pregnancy nos"	"Gold"
"88593"	"[m]placental site trophoblastic tumour"	"Gold"
"36478"	"obstetric perineal wound disruption unspecified"	"Gold"
"107142"	"malformation of placenta"	"Gold"
"69788"	"fetal-maternal haemorrhage with antenatal problem"	"Gold"
