"prodcodeid"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"antihypertensive"
"458841000033115"	"Diltiazem 90mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Diltiazem"	"90.000mg"	"2060200"	"Diltiazem"
"459641000033113"	"Diltiazem 120mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Diltiazem"	"120.000mg"	"2060200"	"Diltiazem"
"464341000033111"	"Dixarit 25microgram tablets"	"Tablet"	"Oral"	"Clonidine"	"25.000microgram"	"4070402"	"Clonidine"
"464441000033117"	"Diazoxide 50mg tablets"	"Tablet"	"Oral"	"Diazoxide"	"50.000mg"	"6010400"	"Diazoxide"
"468841000033112"	"Diltiazem Hydrochloride Tablets 60 mg"	"Tablet"	"Oral"	"Diltiazem"	NA	NA	"Diltiazem"
"470741000033113"	"Diurexan 20mg tablets"	"Tablet"	"Oral"	"Xipamide"	"20.000mg"	"2020100"	"Xipamide"
"480541000033110"	"Doralese Tiltab 20mg tablets"	"Tablet"	"Oral"	"Indoramin"	"20.000mg"	"7040100"	"Indoramin"
"480641000033111"	"Doxazosin 1mg tablets"	"Tablet"	"Oral"	"Doxazosin"	"1.000mg"	"7040100"	"Doxazosin"
"480741000033119"	"Doxazosin 2mg tablets"	"Tablet"	"Oral"	"Doxazosin"	"2.000mg"	"7040100"	"Doxazosin"
"480841000033112"	"Doxazosin 4mg tablets"	"Tablet"	"Oral"	"Doxazosin"	"4.000mg"	"7040100"	"Doxazosin"
"491641000033116"	"Dytac 50mg capsules"	"Capsule"	"Oral"	"Triamterene"	"50.000mg"	NA	"Triamterene"
"491741000033113"	"Dytide capsules"	"Capsule"	"Oral"	"Triamterene"	"25.000mg + 50.000mg"	NA	"Triamterene"
"492341000033115"	"Dyazide 50mg/25mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Triamterene"	"25.000mg + 50.000mg"	"2020400"	"Hydrochlorothiazide/Triamterene"
"522641000033110"	"Enalapril 10mg tablets"	"Tablet"	"Oral"	"Enalapril"	"10.000mg"	"2050501"	"Enalapril"
"522741000033118"	"Enalapril 20mg tablets"	"Tablet"	"Oral"	"Enalapril"	"20.000mg"	"2050501"	"Enalapril"
"522841000033111"	"Enalapril 5mg tablets"	"Tablet"	"Oral"	"Enalapril"	"5.000mg"	"2050501"	"Enalapril"
"523541000033115"	"Enalapril 2.5mg tablets"	"Tablet"	"Oral"	"Enalapril"	"2.500mg"	"2050501"	"Enalapril"
"523741000033111"	"Enalapril Maleate Titration pack"	NA	NA	"Enalapril"	NA	NA	"Enalapril"
"523941000033114"	"Enalapril Maleate Wafers 10 mg"	NA	NA	"Enalapril"	NA	NA	"Enalapril"
"524041000033111"	"Enalapril Maleate Wafers 2.5 mg"	NA	NA	"Enalapril"	NA	NA	"Enalapril"
"524141000033110"	"Enalapril Maleate Wafers 20 mg"	NA	NA	"Enalapril"	NA	NA	"Enalapril"
"524241000033115"	"Enalapril Maleate Wafers 5 mg"	NA	NA	"Enalapril"	NA	NA	"Enalapril"
"524341000033113"	"Enalapril Maleate Wafers 10 mg"	NA	NA	"Enalapril"	NA	NA	"Enalapril"
"524441000033119"	"Enalapril Maleate Wafers 2.5 mg"	NA	NA	"Enalapril"	NA	NA	"Enalapril"
"524541000033118"	"Enalapril Maleate Wafers 20 mg"	NA	NA	"Enalapril"	NA	NA	"Enalapril"
"524641000033117"	"Enalapril Maleate Wafers 5 mg"	NA	NA	"Enalapril"	NA	NA	"Enalapril"
"555141000033110"	"Eudemine 300mg/20ml solution for injection ampoules"	"Solution for injection"	"Intravenous"	"Diazoxide"	"15.000mg/1.000ml"	NA	"Diazoxide"
"556641000033113"	"Eudemine 50mg tablets"	"Tablet"	"Oral"	"Diazoxide"	"50.000mg"	"6010400"	"Diazoxide"
"568041000033111"	"Felodipine 2.5mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"2.500mg"	"2060200"	"Felodipine"
"569041000033115"	"Felodipine 10mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"10.000mg"	"2060200"	"Felodipine"
"569141000033116"	"Felodipine 5mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"5.000mg"	"2060200"	"Felodipine"
"605941000033110"	"Fortipine LA 40 tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"40.000mg"	"2060200"	"Nifedipine"
"609141000033111"	"Fosinopril 10mg tablets"	"Tablet"	"Oral"	"Fosinopril"	"10.000mg"	"2050501"	"Fosinopril"
"609241000033116"	"Fosinopril 20mg tablets"	"Tablet"	"Oral"	"Fosinopril"	"20.000mg"	"2050501"	"Fosinopril"
"614341000033113"	"Frumil LS 20mg/2.5mg tablets"	"Tablet"	"Oral"	"Amiloride"	"2.500mg + 20.000mg"	"2020400"	"Amiloride"
"614641000033117"	"Frumil 40mg/5mg tablets"	"Tablet"	"Oral"	"Amiloride"	"5.000mg + 40.000mg"	"2020400"	"Amiloride"
"615041000033112"	"Frusene 50mg/40mg tablets"	"Tablet"	"Oral"	"Triamterene"	"40.000mg + 50.000mg"	"2020400"	"Triamterene"
"615241000033116"	"Fru-Co 5mg/40mg tablets"	"Tablet"	"Oral"	"Amiloride"	"5.000mg + 40.000mg"	"2020400"	"Amiloride"
"615641000033118"	"Frumil Forte 10mg/80mg tablets"	"Tablet"	"Oral"	"Amiloride"	"10.000mg + 80.000mg"	"2020400"	"Amiloride"
"648341000033112"	"Gopten 1mg capsules"	"Capsule"	"Oral"	"Trandolapril"	"1.000mg"	NA	"Trandolapril"
"648441000033118"	"Gopten 2mg capsules"	"Capsule"	"Oral"	"Trandolapril"	"2.000mg"	NA	"Trandolapril"
"648541000033117"	"Gopten 500microgram capsules"	"Capsule"	"Oral"	"Trandolapril"	"500.000microgram"	NA	"Trandolapril"
"655241000033111"	"Guanethidine 10mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Guanethidine"	"10.000mg/1.000ml"	"2050300"	"Guanethidine"
"655541000033113"	"Guanethidine Monosulfate Tablets 10 mg"	"Tablet"	"Oral"	"Guanethidine"	NA	NA	"Guanethidine"
"655641000033114"	"Guanethidine Monosulfate Tablets 25 mg"	"Tablet"	"Oral"	"Guanethidine"	NA	NA	"Guanethidine"
"658241000033117"	"Half Inderal LA 80mg capsules"	"Modified-release capsule"	"Oral"	"Propranolol"	"80.000mg"	NA	"Propranolol"
"660641000033112"	"Half Securon SR 120mg tablets"	"Modified-release tablet"	"Oral"	"Verapamil"	"120.000mg"	"2060200"	"Verapamil"
"660741000033115"	"Half Beta-Prograne 80mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Propranolol"	"80.000mg"	"2040000"	"Propranolol"
"734141000033114"	"Hydralazine 20mg powder for solution for injection ampoules"	"Powder for solution for injection"	"Intravenous"	"Hydralazine"	"20.000mg"	"2050100"	"Hydralazine"
"738141000033119"	"Hypolar Retard 20 tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"20.000mg"	NA	"Nifedipine"
"741941000033113"	"Hydralazine 25mg tablets"	"Tablet"	"Oral"	"Hydralazine"	"25.000mg"	"2050100"	"Hydralazine"
"742041000033119"	"Hydralazine 50mg tablets"	"Tablet"	"Oral"	"Hydralazine"	"50.000mg"	"2050100"	"Hydralazine"
"742541000033112"	"Hydrosaluric 25mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide"	"25.000mg"	NA	"Hydrochlorothiazide"
"742641000033113"	"Hydrosaluric 50mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide"	"50.000mg"	NA	"Hydrochlorothiazide"
"742841000033114"	"Hygroton 50mg tablets"	"Tablet"	"Oral"	"Chlortalidone"	"50.000mg"	"2020100"	"Chlortalidone"
"743541000033118"	"Hypovase 500microgram tablets"	"Tablet"	"Oral"	"Prazosin"	"500.000microgram"	"2060401/ 7040100"	"Prazosin"
"743641000033117"	"Hypovase 1mg tablets"	"Tablet"	"Oral"	"Prazosin"	"1.000mg"	"2060401/ 7040100"	"Prazosin"
"743741000033114"	"Hypovase 2mg tablets"	"Tablet"	"Oral"	"Prazosin"	"2.000mg"	"2060401/ 7040100"	"Prazosin"
"744941000033110"	"Hydrochlorothiazide 25mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide"	"25.000mg"	NA	"Hydrochlorothiazide"
"745441000033118"	"Hydrochlorothiazide 50mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide"	"50.000mg"	NA	"Hydrochlorothiazide"
"745641000033116"	"Hytrin 10mg tablets"	"Tablet"	"Oral"	"Terazosin"	"10.000mg"	"7040100"	"Terazosin"
"745741000033113"	"Hytrin 2mg tablets"	"Tablet"	"Oral"	"Terazosin"	"2.000mg"	"7040100"	"Terazosin"
"745841000033115"	"Hytrin 5mg tablets"	"Tablet"	"Oral"	"Terazosin"	"5.000mg"	"7040100"	"Terazosin"
"756541000033113"	"Inderal LA 160mg capsules"	"Modified-release capsule"	"Oral"	"Propranolol"	"160.000mg"	NA	"Propranolol"
"756641000033114"	"Inderetic 80mg/2.5mg capsules"	"Capsule"	"Oral"	"Bendroflumethiazide/Propranolol"	"2.500mg + 80.000mg"	NA	"Bendroflumethiazide/Propranolol"
"756741000033117"	"Inderex 160mg/5mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Bendroflumethiazide/Propranolol"	"5.000mg + 160.000mg"	NA	"Bendroflumethiazide/Propranolol"
"759641000033116"	"Inderal 1mg/1ml solution for injection ampoules"	"Solution for injection"	"Intravenous"	"Propranolol"	"1.000mg/1.000ml"	NA	"Propranolol"
"765741000033116"	"Indapamide 1.5mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Indapamide"	"1.500mg"	"2020100"	"Indapamide"
"768441000033115"	"Indoramin Tablets 25 mg"	"Tablet"	"Oral"	"Indoramin"	NA	NA	"Indoramin"
"768541000033119"	"Indoramin 20mg tablets"	"Tablet"	"Oral"	"Indoramin"	"20.000mg"	"7040100"	"Indoramin"
"768641000033118"	"Indapamide 2.5mg tablets"	"Tablet"	"Oral"	"Indapamide"	"2.500mg"	"2020100"	"Indapamide"
"768741000033110"	"Inderal 10mg tablets"	"Tablet"	"Oral"	"Propranolol"	"10.000mg"	NA	"Propranolol"
"768841000033117"	"Inderal 40mg tablets"	"Tablet"	"Oral"	"Propranolol"	"40.000mg"	NA	"Propranolol"
"768941000033113"	"Inderal 80mg tablets"	"Tablet"	"Oral"	"Propranolol"	"80.000mg"	NA	"Propranolol"
"769041000033116"	"Innovace 10mg tablets"	"Tablet"	"Oral"	"Enalapril"	"10.000mg"	"2050501"	"Enalapril"
"769141000033117"	"Innovace 2.5mg tablets"	"Tablet"	"Oral"	"Enalapril"	"2.500mg"	"2050501"	"Enalapril"
"769241000033112"	"Innovace 20mg tablets"	"Tablet"	"Oral"	"Enalapril"	"20.000mg"	"2050501"	"Enalapril"
"769341000033119"	"Innovace 5mg tablets"	"Tablet"	"Oral"	"Enalapril"	"5.000mg"	"2050501"	"Enalapril"
"769741000033118"	"Nindaxa 2.5 tablets"	"Tablet"	"Oral"	"Indapamide"	"2.500mg"	"2020100"	"Indapamide"
"769841000033111"	"Indoramin 25mg tablets"	"Tablet"	"Oral"	"Indoramin"	"25.000mg"	"2050400"	"Indoramin"
"769941000033115"	"Indoramin Hydrochloride Tablets 50 mg"	"Tablet"	"Oral"	"Indoramin"	NA	NA	"Indoramin"
"770141000033115"	"Innozide 20mg/12.5mg tablets"	"Tablet"	"Oral"	"Enalapril/Hydrochlorothiazide"	"20.000mg + 12.500mg"	"2050501"	"Enalapril/Hydrochlorothiazide"
"775441000033117"	"Irbesartan 150mg tablets"	"Tablet"	"Oral"	"Irbesartan"	"150.000mg"	"2050502"	"Irbesartan"
"775541000033116"	"Irbesartan 300mg tablets"	"Tablet"	"Oral"	"Irbesartan"	"300.000mg"	"2050502"	"Irbesartan"
"775641000033115"	"Irbesartan 75mg tablets"	"Tablet"	"Oral"	"Irbesartan"	"75.000mg"	"2050502"	"Irbesartan"
"780741000033110"	"Ismelin 10mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Guanethidine"	"10.000mg/1.000ml"	NA	"Guanethidine"
"784641000033112"	"Isradipine 2.5mg tablets"	"Tablet"	"Oral"	"Isradipine"	"2.500mg"	"2060200"	"Isradipine"
"787941000033112"	"Istin 5mg tablets"	"Tablet"	"Oral"	"Amlodipine"	"5.000mg"	"2060200"	"Amlodipine"
"788041000033110"	"Istin 10mg tablets"	"Tablet"	"Oral"	"Amlodipine"	"10.000mg"	"2060200"	"Amlodipine"
"793741000033117"	"Kalten capsules"	"Capsule"	"Oral"	"Hydrochlorothiazide/Amiloride/Atenolol"	"2.500mg + 50.000mg + 25.000mg"	"2040000"	"Hydrochlorothiazide/Amiloride/Atenolol"
"796541000033115"	"Kalspare tablets"	"Tablet"	"Oral"	"Chlortalidone/Triamterene"	"50.000mg + 50.000mg"	"2020400"	"Chlortalidone/Triamterene"
"808841000033119"	"Lasilactone 20mg/50mg capsules"	"Capsule"	"Oral"	"Spironolactone"	"20.000mg + 50.000mg"	"2020400"	"Spironolactone"
"817541000033119"	"Lacidipine 2mg tablets"	"Tablet"	"Oral"	"Lacidipine"	"2.000mg"	"2060200"	"Lacidipine"
"817641000033118"	"Lacidipine 4mg tablets"	"Tablet"	"Oral"	"Lacidipine"	"4.000mg"	"2060200"	"Lacidipine"
"818941000033112"	"Lasoride 5mg/40mg tablets"	"Tablet"	"Oral"	"Amiloride"	"5.000mg + 40.000mg"	"2020400"	"Amiloride"
"825941000033112"	"Lercanidipine 10mg tablets"	"Tablet"	"Oral"	"Lercanidipine"	"10.000mg"	"2060200"	"Lercanidipine"
"837841000033110"	"Lisinopril 10mg tablets"	"Tablet"	"Oral"	"Lisinopril"	"10.000mg"	"2050501"	"Lisinopril"
"837941000033119"	"Lisinopril 2.5mg tablets"	"Tablet"	"Oral"	"Lisinopril"	"2.500mg"	"2050501"	"Lisinopril"
"838041000033116"	"Lisinopril 20mg tablets"	"Tablet"	"Oral"	"Lisinopril"	"20.000mg"	"2050501"	"Lisinopril"
"838141000033117"	"Lisinopril 5mg tablets"	"Tablet"	"Oral"	"Lisinopril"	"5.000mg"	"2050501"	"Lisinopril"
"850441000033112"	"Loniten 10mg tablets"	"Tablet"	"Oral"	"Minoxidil"	"10.000mg"	"2050100"	"Minoxidil"
"850541000033113"	"Loniten 2.5mg tablets"	"Tablet"	"Oral"	"Minoxidil"	"2.500mg"	"2050100"	"Minoxidil"
"850641000033114"	"Loniten 5mg tablets"	"Tablet"	"Oral"	"Minoxidil"	"5.000mg"	"2050100"	"Minoxidil"
"850841000033110"	"Lopresor 100mg tablets"	"Tablet"	"Oral"	"Metoprolol"	"100.000mg"	"2040000"	"Metoprolol"
"850941000033119"	"Lopresor 50mg tablets"	"Tablet"	"Oral"	"Metoprolol"	"50.000mg"	"2040000"	"Metoprolol"
"851041000033112"	"Lopresor SR 200mg tablets"	"Modified-release tablet"	"Oral"	"Metoprolol"	"200.000mg"	"2040000"	"Metoprolol"
"851841000033117"	"Losartan 25mg tablets"	"Tablet"	"Oral"	"Losartan"	"25.000mg"	"2050502"	"Losartan"
"851941000033113"	"Losartan 50mg tablets"	"Tablet"	"Oral"	"Losartan"	"50.000mg"	"2050502"	"Losartan"
"873941000033114"	"Methyldopa Capsules 250 mg"	"Capsule"	"Oral"	"Methyldopa"	NA	NA	"Methyldopa"
"874041000033111"	"Metirosine 250mg capsules"	"Capsule"	"Oral"	"Metirosine"	"250.000mg"	NA	"Metirosine"
"878541000033112"	"Methyldopa Injection 50 mg/ml"	"Solution for injection"	"Intramuscular"	"Methyldopa"	NA	NA	"Methyldopa"
"887141000033113"	"Metoprolol 5mg/5ml solution for injection ampoules"	"Solution for injection"	"Intravenous"	"Metoprolol"	"1.000mg/1.000ml"	"2040000"	"Metoprolol"
"890741000033112"	"Metoprolol Fumarate S/r tablets 95 mg"	"Tablet"	"Oral"	"Metoprolol"	NA	NA	"Metoprolol"
"891641000033111"	"Metoprolol 200mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Metoprolol"	"200.000mg"	"2040000"	"Metoprolol"
"892341000033112"	"Methyldopa 250mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Methyldopa"	"50.000mg/1.000ml"	NA	"Methyldopa"
"896841000033116"	"Metenix 5mg tablets"	"Tablet"	"Oral"	"Metolazone"	"5.000mg"	NA	"Metolazone"
"897341000033110"	"Methyldopa 125mg tablets"	"Tablet"	"Oral"	"Methyldopa"	"125.000mg"	"2050200"	"Methyldopa"
"897441000033116"	"Methyldopa 250mg tablets"	"Tablet"	"Oral"	"Methyldopa"	"250.000mg"	"2050200"	"Methyldopa"
"897541000033115"	"Methyldopa 500mg tablets"	"Tablet"	"Oral"	"Methyldopa"	"500.000mg"	"2050200"	"Methyldopa"
"897741000033111"	"Metoprolol 100mg tablets"	"Tablet"	"Oral"	"Metoprolol"	"100.000mg"	"2040000"	"Metoprolol"
"897841000033118"	"Metoprolol 50mg tablets"	"Tablet"	"Oral"	"Metoprolol"	"50.000mg"	"2040000"	"Metoprolol"
"898341000033114"	"Metolazone Tablets 500 micrograms"	"Tablet"	"Oral"	"Metolazone"	NA	NA	"Metolazone"
"902441000033114"	"Methoserpidine Tablets 10 mg"	"Tablet"	"Oral"	"Methoserpidine"	NA	NA	"Methoserpidine"
"903541000033116"	"Metolazone 5mg tablets"	"Tablet"	"Oral"	"Metolazone"	"5.000mg"	"2020100"	"Metolazone"
"903641000033115"	"Metoprolol Tartrate Tablets 200 mg"	"Tablet"	"Oral"	"Metoprolol"	NA	NA	"Metoprolol"
"903941000033110"	"Methoserpidine Tablets 5 mg"	"Tablet"	"Oral"	"Methoserpidine"	NA	NA	"Methoserpidine"
"920641000033119"	"Minoxidil 10mg tablets"	"Tablet"	"Oral"	"Minoxidil"	"10.000mg"	"2050100"	"Minoxidil"
"920841000033118"	"Minoxidil 2.5mg tablets"	"Tablet"	"Oral"	"Minoxidil"	"2.500mg"	"2050100"	"Minoxidil"
"920941000033114"	"Minoxidil 5mg tablets"	"Tablet"	"Oral"	"Minoxidil"	"5.000mg"	"2050100"	"Minoxidil"
"921841000033111"	"Minoxidil 5% solution"	"Liquid"	"Cutaneous"	"Minoxidil"	"50.000mg/1.000ml"	"13090000"	"Minoxidil"
"921941000033115"	"Minoxidil 2% solution"	"Liquid"	"Cutaneous"	"Minoxidil"	"20.000mg/1.000ml"	"13090000"	"Minoxidil"
"935341000033118"	"Moducren tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Amiloride/Timolol"	"2.500mg + 25.000mg + 10.000mg"	NA	"Hydrochlorothiazide/Amiloride/Timolol"
"935441000033112"	"Moduret 25 tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Amiloride"	"2.500mg + 25.000mg"	"2020400"	"Hydrochlorothiazide/Amiloride"
"935541000033113"	"Moduretic 5mg/50mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Amiloride"	"5.000mg + 50.000mg"	"2020400"	"Hydrochlorothiazide/Amiloride"
"937041000033114"	"Motens 2mg tablets"	"Tablet"	"Oral"	"Lacidipine"	"2.000mg"	"2060200"	"Lacidipine"
"937141000033113"	"Motens 4mg tablets"	"Tablet"	"Oral"	"Lacidipine"	"4.000mg"	"2060200"	"Lacidipine"
"937341000033111"	"Monozide 10 tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide"	"10.000mg + 6.250mg"	NA	"Hydrochlorothiazide"
"938041000033113"	"Moexipril 15mg tablets"	"Tablet"	"Oral"	"Moexipril"	"15.000mg"	"2050501"	"Moexipril"
"938141000033112"	"Moexipril 7.5mg tablets"	"Tablet"	"Oral"	"Moexipril"	"7.500mg"	"2050501"	"Moexipril"
"938541000033115"	"Moxonidine 200microgram tablets"	"Tablet"	"Oral"	"Moxonidine"	"200.000microgram"	"2050200"	"Moxonidine"
"938641000033119"	"Moxonidine 400microgram tablets"	"Tablet"	"Oral"	"Moxonidine"	"400.000microgram"	"2050200"	"Moxonidine"
"953141000033119"	"Natrilix SR 1.5mg tablets"	"Modified-release tablet"	"Oral"	"Indapamide"	"1.500mg"	"2020100"	"Indapamide"
"955341000033117"	"Natrilix 2.5mg tablets"	"Tablet"	"Oral"	"Indapamide"	"2.500mg"	"2020100"	"Indapamide"
"955441000033111"	"Navidrex 500microgram tablets"	"Tablet"	"Oral"	"Cyclopenthiazide"	"500.000microgram"	"2020100"	"Cyclopenthiazide"
"956341000033113"	"Nadolol 40mg tablets"	"Tablet"	"Oral"	"Nadolol"	"40.000mg"	NA	"Nadolol"
"956541000033118"	"Nadolol 80mg tablets"	"Tablet"	"Oral"	"Nadolol"	"80.000mg"	"2040000"	"Nadolol"
"956741000033114"	"Navispare 2.5mg/250microgram tablets"	"Tablet"	"Oral"	"Cyclopenthiazide/Amiloride"	"2.500mg + 250.000microgram"	"2020400"	"Cyclopenthiazide/Amiloride"
"965341000033114"	"Neo-Naclex 5mg tablets"	"Tablet"	"Oral"	"Bendroflumethiazide"	"5.000mg"	"2020100"	"Bendroflumethiazide"
"965441000033115"	"Nephril 1mg tablets"	"Tablet"	"Oral"	"Polythiazide"	"1.000mg"	NA	"Polythiazide"
"967041000033118"	"Neo-Naclex-K modified-release tablets"	"Modified-release tablet"	"Oral"	"Bendroflumethiazide"	"2.500mg + 630.000mg"	NA	"Bendroflumethiazide"
"967141000033119"	"Nicardipine 30mg capsules"	"Capsule"	"Oral"	"Nicardipine"	"30.000mg"	"2060200"	"Nicardipine"
"967241000033114"	"Nifedipine 10mg capsules"	"Capsule"	"Oral"	"Nifedipine"	"10.000mg"	"2060200"	"Nifedipine"
"967341000033116"	"Nifedipine 5mg capsules"	"Capsule"	"Oral"	"Nifedipine"	"5.000mg"	"2060200"	"Nifedipine"
"967741000033115"	"Nicardipine 20mg capsules"	"Capsule"	"Oral"	"Nicardipine"	"20.000mg"	"2060200"	"Nicardipine"
"970741000033110"	"Nimodipine 10mg/50ml solution for infusion vials"	"Solution for infusion"	"Intravenous"	"Nimodipine"	"200.000microgram/1.000ml"	"2060200"	"Nimodipine"
"970941000033113"	"Nifedipine 20mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"20.000mg"	"2060200"	"Nifedipine"
"971141000033116"	"Nifedipine 10mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Nifedipine"	"10.000mg"	"2060200"	"Nifedipine"
"971241000033111"	"Nifedipine 30mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"30.000mg"	"2060200"	"Nifedipine"
"971341000033118"	"Nifedipine 60mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"60.000mg"	"2060200"	"Nifedipine"
"971441000033112"	"Nicardipine 30mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Nicardipine"	"30.000mg"	"2060200"	"Nicardipine"
"971541000033113"	"Nicardipine 45mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Nicardipine"	"45.000mg"	"2060200"	"Nicardipine"
"971841000033110"	"Nifedipine 10mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"10.000mg"	"2060200"	"Nifedipine"
"972441000033116"	"Nifedipine 40mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"40.000mg"	"2060200"	"Nifedipine"
"974141000033119"	"Nifedipine 20mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Nifedipine"	"20.000mg"	"2060200"	"Nifedipine"
"974941000033117"	"Nifedipine Tablets 20 mg"	"Tablet"	"Oral"	"Nifedipine"	NA	NA	"Nifedipine"
"977341000033113"	"Nifedipine Tablets 10 mg"	"Tablet"	"Oral"	"Nifedipine"	NA	NA	"Nifedipine"
"977441000033119"	"Nimodipine 30mg tablets"	"Tablet"	"Oral"	"Nimodipine"	"30.000mg"	"2060200"	"Nimodipine"
"977641000033117"	"Nifedipine Tablets 10 mg"	"Tablet"	"Oral"	"Nifedipine"	NA	NA	"Nifedipine"
"977741000033114"	"Nimotop 30mg tablets"	"Tablet"	"Oral"	"Nimodipine"	"30.000mg"	"2060200"	"Nimodipine"
"998541000033110"	"Odrik 1mg capsules"	"Capsule"	"Oral"	"Trandolapril"	"1.000mg"	NA	"Trandolapril"
"998641000033111"	"Odrik 2mg capsules"	"Capsule"	"Oral"	"Trandolapril"	"2.000mg"	NA	"Trandolapril"
"998741000033119"	"Odrik 500microgram capsules"	"Capsule"	"Oral"	"Trandolapril"	"500.000microgram"	NA	"Trandolapril"
"1065941000033115"	"Perdix 15mg tablets"	"Tablet"	"Oral"	"Moexipril"	"15.000mg"	"2050501"	"Moexipril"
"1066041000033113"	"Perdix 7.5mg tablets"	"Tablet"	"Oral"	"Moexipril"	"7.500mg"	"2050501"	"Moexipril"
"1067841000033115"	"Perindopril erbumine 2mg tablets"	"Tablet"	"Oral"	"Perindopril"	"2.000mg"	"2050501"	"Perindopril"
"1067941000033111"	"Perindopril erbumine 4mg tablets"	"Tablet"	"Oral"	"Perindopril"	"4.000mg"	"2050501"	"Perindopril"
"1070341000033119"	"Phenoxybenzamine 10mg capsules"	"Capsule"	"Oral"	"Phenoxybenzamine"	"10.000mg"	"2050400"	"Phenoxybenzamine"
"1080841000033119"	"Physiotens 200microgram tablets"	"Tablet"	"Oral"	"Moxonidine"	"200.000microgram"	"2050200"	"Moxonidine"
"1080941000033110"	"Physiotens 400microgram tablets"	"Tablet"	"Oral"	"Moxonidine"	"400.000microgram"	"2050200"	"Moxonidine"
"1091141000033117"	"Pindolol 15mg tablets"	"Tablet"	"Oral"	"Pindolol"	"15.000mg"	"2040000"	"Pindolol"
"1091241000033112"	"Pindolol 5mg tablets"	"Tablet"	"Oral"	"Pindolol"	"5.000mg"	"2040000"	"Pindolol"
"1093941000033116"	"Plendil 2.5mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"2.500mg"	"2060200"	"Felodipine"
"1094041000033119"	"Plendil 10mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"10.000mg"	"2060200"	"Felodipine"
"1094141000033115"	"Plendil 5mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"5.000mg"	"2060200"	"Felodipine"
"1110141000033119"	"Polythiazide 1mg tablets"	"Tablet"	"Oral"	"Polythiazide"	"1.000mg"	NA	"Polythiazide"
"1111441000033118"	"Propranolol Hydrochloride Capsules 160 mg"	"Capsule"	"Oral"	"Propranolol"	NA	NA	"Propranolol"
"1112341000033115"	"Propranolol Hydrochloride Capsules 80 mg"	"Capsule"	"Oral"	"Propranolol"	NA	NA	"Propranolol"
"1119641000033117"	"Propranolol 1mg/1ml solution for injection ampoules"	"Solution for injection"	"Intravenous"	"Propranolol"	"1.000mg/1.000ml"	"2040000"	"Propranolol"
"1124041000033116"	"Propranolol 160mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Propranolol"	"160.000mg"	"2040000"	"Propranolol"
"1125341000033118"	"Propranolol 10mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Propranolol"	"2.000mg/1.000ml"	"2040000"	"Propranolol"
"1125441000033112"	"Propranolol 5mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Propranolol"	"1.000mg/1.000ml"	"2040000"	"Propranolol"
"1125541000033113"	"Propranolol 50mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Propranolol"	"10.000mg/1.000ml"	"2040000"	"Propranolol"
"1128041000033113"	"Propranolol Hydrochloride M/R tablets 160 mg"	"Tablet"	"Oral"	"Propranolol"	NA	NA	"Propranolol"
"1128141000033112"	"Prazosin Hydrochloride Starter pack"	"Tablet"	"Oral"	"Prazosin"	NA	NA	"Prazosin"
