"prodcodeid"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"antihypertensive"
"7754941000033110"	"Azilsartan medoxomil 40mg tablets"	"Tablet"	"Oral"	"Azilsartan"	"40.000mg"	"2050502"	"Azilsartan"
"7755041000033110"	"Azilsartan medoxomil 80mg tablets"	"Tablet"	"Oral"	"Azilsartan"	"80.000mg"	"2050502"	"Azilsartan"
"7755141000033114"	"Edarbi 20mg tablets"	"Tablet"	"Oral"	"Azilsartan"	"20.000mg"	"2050502"	"Azilsartan"
"7755241000033119"	"Edarbi 40mg tablets"	"Tablet"	"Oral"	"Azilsartan"	"40.000mg"	"2050502"	"Azilsartan"
"7755341000033112"	"Edarbi 80mg tablets"	"Tablet"	"Oral"	"Azilsartan"	"80.000mg"	"2050502"	"Azilsartan"
"7859441000033119"	"Proglycem 250mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Diazoxide"	"50.000mg/1.000ml"	NA	"Diazoxide"
"7871341000033114"	"Nadolol 30mg/5ml oral solution"	"Oral solution"	"Oral"	"Nadolol"	"6.000mg/1.000ml"	NA	"Nadolol"
"8101341000033116"	"Ketanserin 20mg tablets"	"Tablet"	"Oral"	"Ketanserin"	"20.000mg"	NA	"Ketanserin"
"8101441000033110"	"Ketensin 20mg tablets"	"Tablet"	"Oral"	"Ketanserin"	"20.000mg"	NA	"Ketanserin"
"8182141000033114"	"Diazoxide 12.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Diazoxide"	"2.500mg/1.000ml"	NA	"Diazoxide"
"8196441000033118"	"Metolazone 2.5mg tablets"	"Tablet"	"Oral"	"Metolazone"	"2.500mg"	NA	"Metolazone"
"8196541000033117"	"Zaroxolyn 2.5mg tablets"	"Tablet"	"Oral"	"Metolazone"	"2.500mg"	NA	"Metolazone"
"8196641000033116"	"Zaroxolyn 5mg tablets"	"Tablet"	"Oral"	"Metolazone"	"5.000mg"	NA	"Metolazone"
"8197041000033112"	"Indapamide 2.5mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Indapamide"	"500.000microgram/1.000ml"	NA	"Indapamide"
"8263341000033116"	"Perindopril tosilate 2.5mg tablets"	"Tablet"	"Oral"	"Perindopril"	"2.500mg"	NA	"Perindopril"
"8263441000033110"	"Perindopril tosilate 5mg tablets"	"Tablet"	"Oral"	"Perindopril"	"5.000mg"	NA	"Perindopril"
"8263541000033111"	"Perindopril tosilate 10mg tablets"	"Tablet"	"Oral"	"Perindopril"	"10.000mg"	NA	"Perindopril"
"8263641000033112"	"Perindopril tosilate 5mg / Indapamide 1.25mg tablets"	"Tablet"	"Oral"	"Indapamide/Perindopril"	"1.250mg + 5.000mg"	NA	"Indapamide/Perindopril"
"8264941000033119"	"Triapin 2.5mg/2.5mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Felodipine/Ramipril"	"2.500mg + 2.500mg"	"2050501"	"Felodipine/Ramipril"
"8275941000033110"	"Perindopril erbumine 8mg/5ml oral solution"	"Oral solution"	"Oral"	"Perindopril"	"1.600mg/1.000ml"	NA	"Perindopril"
"8276041000033117"	"Perindopril erbumine 4mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Perindopril"	"800.000microgram/1.000ml"	NA	"Perindopril"
"8276141000033118"	"Perindopril erbumine 8mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Perindopril"	"1.600mg/1.000ml"	NA	"Perindopril"
"8554141000033116"	"Ifirmasta 75mg tablets"	"Tablet"	"Oral"	"Irbesartan"	"75.000mg"	NA	"Irbesartan"
"8554241000033111"	"Ifirmasta 150mg tablets"	"Tablet"	"Oral"	"Irbesartan"	"150.000mg"	NA	"Irbesartan"
"8554341000033118"	"Ifirmasta 300mg tablets"	"Tablet"	"Oral"	"Irbesartan"	"300.000mg"	NA	"Irbesartan"
"8869441000033119"	"Perindopril erbumine 4mg/5ml oral solution"	"Oral solution"	"Oral"	"Perindopril"	"800.000microgram/1.000ml"	NA	"Perindopril"
"8870641000033119"	"Doxazosin 4mg/5ml oral solution"	"Oral solution"	"Oral"	"Doxazosin"	"800.000microgram/1.000ml"	NA	"Doxazosin"
"8961241000033112"	"Noyada 5mg/5ml oral solution"	"Oral solution"	"Oral"	"Captopril"	"1.000mg/1.000ml"	"2050501"	"Captopril"
"8961341000033119"	"Noyada 25mg/5ml oral solution"	"Oral solution"	"Oral"	"Captopril"	"5.000mg/1.000ml"	"2050501"	"Captopril"
"8962541000033116"	"Macitentan 10mg tablets"	"Tablet"	"Oral"	"Macitentan"	"10.000mg"	"2050100"	"Macitentan"
"8962641000033115"	"Opsumit 10mg tablets"	"Tablet"	"Oral"	"Macitentan"	"10.000mg"	"2050100"	"Macitentan"
"9105241000033114"	"Perindopril erbumine 4mg / Amlodipine 5mg tablets"	"Tablet"	"Oral"	"Amlodipine/Perindopril"	"5.000mg + 4.000mg"	NA	"Amlodipine/Perindopril"
"9105341000033116"	"Perindopril erbumine 4mg / Amlodipine 10mg tablets"	"Tablet"	"Oral"	"Amlodipine/Perindopril"	"10.000mg + 4.000mg"	NA	"Amlodipine/Perindopril"
"9105441000033110"	"Perindopril erbumine 8mg / Amlodipine 5mg tablets"	"Tablet"	"Oral"	"Amlodipine/Perindopril"	"5.000mg + 8.000mg"	NA	"Amlodipine/Perindopril"
"9105541000033111"	"Perindopril erbumine 8mg / Amlodipine 10mg tablets"	"Tablet"	"Oral"	"Amlodipine/Perindopril"	"10.000mg + 8.000mg"	NA	"Amlodipine/Perindopril"
"9108041000033111"	"Captopril 25mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Captopril"	"5.000mg/1.000ml"	"2050501"	"Captopril"
"9108141000033110"	"Captopril 5mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Captopril"	"1.000mg/1.000ml"	"2050501"	"Captopril"
"9118241000033117"	"Kenzem SR 60mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"60.000mg"	NA	"Diltiazem"
"9118341000033110"	"Kenzem SR 90mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"90.000mg"	NA	"Diltiazem"
"9118441000033116"	"Kenzem SR 120mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"120.000mg"	NA	"Diltiazem"
"9121541000033117"	"Parmid XL 2.5mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"2.500mg"	NA	"Felodipine"
"9121641000033116"	"Parmid XL 5mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"5.000mg"	NA	"Felodipine"
"9121741000033113"	"Parmid XL 10mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"10.000mg"	NA	"Felodipine"
"9121841000033115"	"Cardide SR 1.5mg tablets"	"Modified-release tablet"	"Oral"	"Indapamide"	"1.500mg"	NA	"Indapamide"
"9157241000033114"	"Riociguat 500microgram tablets"	"Tablet"	"Oral"	"Riociguat"	"500.000microgram"	"2050100"	"Riociguat"
"9157341000033116"	"Riociguat 1mg tablets"	"Tablet"	"Oral"	"Riociguat"	"1.000mg"	"2050100"	"Riociguat"
"9157441000033110"	"Riociguat 1.5mg tablets"	"Tablet"	"Oral"	"Riociguat"	"1.500mg"	"2050100"	"Riociguat"
"9157541000033111"	"Riociguat 2mg tablets"	"Tablet"	"Oral"	"Riociguat"	"2.000mg"	"2050100"	"Riociguat"
"9157641000033112"	"Riociguat 2.5mg tablets"	"Tablet"	"Oral"	"Riociguat"	"2.500mg"	"2050100"	"Riociguat"
"9157841000033113"	"Adempas 0.5mg tablets"	"Tablet"	"Oral"	"Riociguat"	"500.000microgram"	"2050100"	"Riociguat"
"9158041000033119"	"Adempas 1.5mg tablets"	"Tablet"	"Oral"	"Riociguat"	"1.500mg"	"2050100"	"Riociguat"
"9159341000033112"	"Actelsar HCT 40mg/12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Telmisartan"	"12.500mg + 40.000mg"	NA	"Hydrochlorothiazide/Telmisartan"
"9159441000033118"	"Actelsar HCT 80mg/12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Telmisartan"	"12.500mg + 80.000mg"	NA	"Hydrochlorothiazide/Telmisartan"
"9159541000033117"	"Actelsar HCT 80mg/25mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Telmisartan"	"25.000mg + 80.000mg"	NA	"Hydrochlorothiazide/Telmisartan"
"9173841000033115"	"Diazoxide 50mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Diazoxide"	"10.000mg/1.000ml"	NA	"Diazoxide"
"9173941000033111"	"Doxazosin 1mg/5ml oral solution"	"Oral solution"	"Oral"	"Doxazosin"	"200.000microgram/1.000ml"	NA	"Doxazosin"
"9209341000033116"	"Tolura 20mg tablets"	"Tablet"	"Oral"	"Telmisartan"	"20.000mg"	NA	"Telmisartan"
"9209541000033111"	"Tolura 80mg tablets"	"Tablet"	"Oral"	"Telmisartan"	"80.000mg"	NA	"Telmisartan"
"9278541000033112"	"Spironolactone 3mg / Chlorothiazide 30mg capsules"	"Capsule"	"Oral"	"Chlorothiazide/Spironolactone"	"30.000mg + 3.000mg"	NA	"Chlorothiazide/Spironolactone"
"9292641000033116"	"Tolucombi 40mg/12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Telmisartan"	"12.500mg + 40.000mg"	NA	"Hydrochlorothiazide/Telmisartan"
"9292741000033113"	"Tolucombi 80mg/12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Telmisartan"	"12.500mg + 80.000mg"	NA	"Hydrochlorothiazide/Telmisartan"
"10217641000033116"	"Molap 4mg tablets"	"Tablet"	"Oral"	"Lacidipine"	"4.000mg"	NA	"Lacidipine"
"10387441000033111"	"Amlodipine 10mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Amlodipine"	"2.000mg/1.000ml"	NA	"Amlodipine"
"10617641000033119"	"Phentolamine 2mg/0.35ml / Aviptadil 25micrograms/0.35ml solution for injection ampoules"	"Solution for injection"	"Intracavernous"	"Phentolamine"	"71.430microgram/1.000ml + 5.710mg/1.000ml"	"7040500"	"Phentolamine"
"10617741000033111"	"Invicorp 25micrograms/2mg/0.35ml solution for injection ampoules"	"Solution for injection"	"Intracavernous"	"Phentolamine"	"71.430microgram/1.000ml + 5.710mg/1.000ml"	"7040500"	"Phentolamine"
"10645041000033114"	"Lisinopril 5mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Lisinopril"	"1.000mg/1.000ml"	NA	"Lisinopril"
"10650041000033116"	"Nadolol 20mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Nadolol"	"4.000mg/1.000ml"	NA	"Nadolol"
"10650141000033117"	"Nadolol 30mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Nadolol"	"6.000mg/1.000ml"	NA	"Nadolol"
"10740841000033116"	"Guanfacine 1mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Guanfacine"	"1.000mg"	"4040000"	"Guanfacine"
"10740941000033112"	"Guanfacine 2mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Guanfacine"	"2.000mg"	"4040000"	"Guanfacine"
"10741041000033119"	"Guanfacine 3mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Guanfacine"	"3.000mg"	"4040000"	"Guanfacine"
"10741141000033115"	"Guanfacine 4mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Guanfacine"	"4.000mg"	"4040000"	"Guanfacine"
"10741241000033110"	"Intuniv 1mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Guanfacine"	"1.000mg"	"4040000"	"Guanfacine"
"10741341000033117"	"Intuniv 2mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Guanfacine"	"2.000mg"	"4040000"	"Guanfacine"
"10741441000033111"	"Intuniv 3mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Guanfacine"	"3.000mg"	"4040000"	"Guanfacine"
"10741541000033112"	"Intuniv 4mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Guanfacine"	"4.000mg"	"4040000"	"Guanfacine"
"10943641000033117"	"Sacubitril 24mg / Valsartan 26mg tablets"	"Tablet"	"Oral"	"Valsartan"	"24.000mg + 26.000mg"	"2050502"	"Valsartan"
"10943741000033114"	"Sacubitril 49mg / Valsartan 51mg tablets"	"Tablet"	"Oral"	"Valsartan"	"49.000mg + 51.000mg"	"2050502"	"Valsartan"
"10943841000033116"	"Sacubitril 97mg / Valsartan 103mg tablets"	"Tablet"	"Oral"	"Valsartan"	"97.000mg + 103.000mg"	"2050502"	"Valsartan"
"10943941000033112"	"Entresto 24mg/26mg tablets"	"Tablet"	"Oral"	"Valsartan"	"24.000mg + 26.000mg"	"2050502"	"Valsartan"
"10944041000033114"	"Entresto 49mg/51mg tablets"	"Tablet"	"Oral"	"Valsartan"	"49.000mg + 51.000mg"	"2050502"	"Valsartan"
"10944141000033113"	"Entresto 97mg/103mg tablets"	"Tablet"	"Oral"	"Valsartan"	"97.000mg + 103.000mg"	"2050502"	"Valsartan"
"11072741000033116"	"Hydralazine 25mg/5ml oral solution"	"Oral solution"	"Oral"	"Hydralazine"	"5.000mg/1.000ml"	NA	"Hydralazine"
"11567441000033119"	"Prazosin 500micrograms/5ml oral solution"	"Oral solution"	"Oral"	"Prazosin"	"100.000microgram/1.000ml"	NA	"Prazosin"
"11734641000033115"	"Selexipag 200microgram tablets"	"Tablet"	"Oral"	"Selexipag"	"200.000microgram"	"2050100"	"Selexipag"
"11734741000033112"	"Selexipag 400microgram tablets"	"Tablet"	"Oral"	"Selexipag"	"400.000microgram"	"2050100"	"Selexipag"
"11734841000033119"	"Selexipag 600microgram tablets"	"Tablet"	"Oral"	"Selexipag"	"600.000microgram"	"2050100"	"Selexipag"
"11734941000033110"	"Selexipag 800microgram tablets"	"Tablet"	"Oral"	"Selexipag"	"800.000microgram"	"2050100"	"Selexipag"
"11735041000033110"	"Selexipag 1mg tablets"	"Tablet"	"Oral"	"Selexipag"	"1.000mg"	"2050100"	"Selexipag"
"11735141000033114"	"Selexipag 1.2mg tablets"	"Tablet"	"Oral"	"Selexipag"	"1.200mg"	"2050100"	"Selexipag"
"11735241000033119"	"Selexipag 1.4mg tablets"	"Tablet"	"Oral"	"Selexipag"	"1.400mg"	"2050100"	"Selexipag"
"11735341000033112"	"Selexipag 1.6mg tablets"	"Tablet"	"Oral"	"Selexipag"	"1.600mg"	"2050100"	"Selexipag"
"11735541000033117"	"Uptravi 400microgram tablets"	"Tablet"	"Oral"	"Selexipag"	"400.000microgram"	"2050100"	"Selexipag"
"11803241000033110"	"Regaine for Women Once a Day 5% scalp foam"	"Foam"	"Cutaneous"	"Minoxidil"	"50.000mg/1.000gram"	NA	"Minoxidil"
"11807841000033119"	"Benph 5mg tablets"	"Tablet"	"Oral"	"Terazosin"	"5.000mg"	NA	"Terazosin"
"12106941000033117"	"Clonidine 100micrograms/24hours transdermal patches"	"Transdermal patch"	"Transdermal"	"Clonidine"	"100.000microgram/24.000hour"	NA	"Clonidine"
"12107041000033116"	"Clonidine 300micrograms/24hours transdermal patches"	"Transdermal patch"	"Transdermal"	"Clonidine"	"300.000microgram/24.000hour"	NA	"Clonidine"
"12107141000033117"	"Catapres TTS 1 patches"	"Transdermal patch"	NA	"Clonidine"	"100.000microgram/24.000hour"	NA	"Clonidine"
"12117941000033118"	"Catapres TTS 2 patches"	"Transdermal patch"	NA	"Clonidine"	"200.000microgram/24.000hour"	NA	"Clonidine"
"12118541000033113"	"Catapres TTS 3 patches"	"Transdermal patch"	NA	"Clonidine"	"300.000microgram/24.000hour"	NA	"Clonidine"
"12312641000033118"	"Alkapamid XL 1.5mg tablets"	"Modified-release tablet"	"Oral"	"Indapamide"	"1.500mg"	NA	"Indapamide"
"12372341000033117"	"Nidef 30mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"30.000mg"	NA	"Nifedipine"
"12372441000033111"	"Nidef 60mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"60.000mg"	NA	"Nifedipine"
"12427241000033119"	"Stayveer 125mg tablets"	"Tablet"	"Oral"	"Bosentan"	"125.000mg"	NA	"Bosentan"
"12443741000033115"	"Iloprost 20micrograms/1ml nebuliser liquid ampoules"	"Nebuliser liquid"	"Inhalation"	"Iloprost"	"20.000microgram/1.000ml"	NA	"Iloprost"
"12569041000033115"	"Clonidine 100micrograms/5ml oral suspension"	"Oral suspension"	"Oral"	"Clonidine"	"20.000microgram/1.000ml"	NA	"Clonidine"
"12682141000033115"	"Doxazosin 8mg tablets"	"Tablet"	"Oral"	"Doxazosin"	"8.000mg"	NA	"Doxazosin"
"12682241000033110"	"Amlodipine 5mg/5ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Amlodipine"	"1.000mg/1.000ml"	NA	"Amlodipine"
"12682341000033117"	"Bedranol 10mg tablets"	"Tablet"	"Oral"	"Propranolol"	"10.000mg"	NA	"Propranolol"
"12682441000033111"	"Bedranol 40mg tablets"	"Tablet"	"Oral"	"Propranolol"	"40.000mg"	NA	"Propranolol"
"12682641000033113"	"Bedranol 80mg tablets"	"Tablet"	"Oral"	"Propranolol"	"80.000mg"	NA	"Propranolol"
"12682741000033116"	"Bedranol 160mg tablets"	"Tablet"	"Oral"	"Propranolol"	"160.000mg"	NA	"Propranolol"
"12684041000033114"	"Clonidine 50micrograms/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Clonidine"	"10.000microgram/1.000ml"	NA	"Clonidine"
"12877141000033119"	"Hydralazine 10mg tablets"	"Tablet"	"Oral"	"Hydralazine"	"10.000mg"	NA	"Hydralazine"
"12988441000033113"	"Lorvacs XL 1.5mg tablets"	"Modified-release tablet"	"Oral"	"Indapamide"	"1.500mg"	NA	"Indapamide"
"13127941000033115"	"Iloprost 50micrograms/0.5ml solution for infusion ampoules"	"Solution for infusion"	"Intravenous"	"Iloprost"	"100.000microgram/1.000ml"	NA	"Iloprost"
"13128541000033110"	"Iloprost 10micrograms/1ml nebuliser liquid ampoules with device"	"Nebuliser liquid"	"Inhalation"	"Iloprost"	"10.000microgram/1.000ml"	NA	"Iloprost"
"13344441000033112"	"Lacidipine 6mg tablets"	"Tablet"	"Oral"	"Lacidipine"	"6.000mg"	NA	"Lacidipine"
"13422241000033114"	"Amlodipine 2.5mg tablets"	"Tablet"	"Oral"	"Amlodipine"	"2.500mg"	NA	"Amlodipine"
"13443441000033115"	"Lisoretic 10mg/12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Lisinopril"	"12.500mg + 10.000mg"	NA	"Hydrochlorothiazide/Lisinopril"
"13443541000033119"	"Lisoretic 20mg/12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Lisinopril"	"12.500mg + 20.000mg"	NA	"Hydrochlorothiazide/Lisinopril"
"13740241000033119"	"Enalapril 20mg tablets"	"Tablet"	"Oral"	"Enalapril"	"20.000mg"	NA	"Enalapril"
"13771541000033112"	"Diltiazem 0.2% cream"	"Cream"	"Transdermal"	"Diltiazem"	"2.000mg/1.000gram"	NA	"Diltiazem"
"13777741000033113"	"Spironolactone 12.5mg tablets"	"Tablet"	"Oral"	"Spironolactone"	"12.500mg"	NA	"Spironolactone"
"13788341000033118"	"Dexipress MR 20mg tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"20.000mg"	NA	"Nifedipine"
"13812841000033111"	"Chlortalidone 12.5mg tablets"	"Tablet"	"Oral"	"Chlortalidone"	"12.500mg"	NA	"Chlortalidone"
"13813041000033113"	"Hylaton 50mg tablets"	"Tablet"	"Oral"	"Chlortalidone"	"50.000mg"	NA	"Chlortalidone"
"13910541000033116"	"Metoprolol 25mg tablets"	"Tablet"	"Oral"	"Metoprolol"	"25.000mg"	NA	"Metoprolol"
