"source_table"	"medcodeid"	"Observations"	"OriginalReadCode"	"CleansedReadCode"	"term"	"SnomedCTConceptId"	"SnomedCTDescriptionId"	"EmisCodeCategoryId"	"medcode"	"readcode"	"clinicalevents"	"immunisationevents"	"referralevents"	"testevents"	"databaserelease"
"aurum_coronary_revascularisation"	"5595841000006110"	"1"	"^ESCTCO559584"	NA	"coronary artery graft placement"	"277192005"	"413637017"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5993071000006115"	"1"	"^ESCTAO599307"	NA	"aortocoronary bypass grafting"	"309814006"	"453308012"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6013241000006110"	"15"	"^ESCTSA601324"	NA	"saphenous vein graft"	"312140007"	"455807014"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6013251000006112"	"11"	"^ESCTLO601325"	NA	"long saphenous vein graft"	"312141006"	"455808016"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6204121000006118"	"2"	"^ESCTCO620412"	NA	"coronary artery bypass with autogenous graft of internal mammary artery, single graft"	"359601003"	"473687010"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6360371000006119"	"2"	"^ESCTSI636037"	NA	"significant coronary bypass graft disease"	"371805005"	"1210400010"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6360401000006116"	"23"	"^ESCTRE636040"	NA	"recurrent angina after percutaneous transluminal coronary angioplasty"	"371808007"	"2470265017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6360421000006114"	"17"	"^ESCTRE636042"	NA	"recurrent angina after coronary stent placement"	"371809004"	"2470266016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6360441000006119"	"14"	"^ESCTRE636044"	NA	"recurrent angina after coronary artery bypass graft"	"371810009"	"2470267013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6360581000006112"	"1"	"^ESCTPA636058"	NA	"patient post percutaneous transluminal coronary angioplasty"	"371822007"	"1210417015"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6376491000006116"	"1"	"^ESCTPO637649"	NA	"post percutaneous transluminal coronary angioplasty"	"373108000"	"1211624017"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6427011000006114"	"1"	"^ESCTPA642701"	NA	"patch repair of coronary artery"	"384681005"	"1479005015"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6450471000006112"	"18"	"^ESCTST645047"	NA	"stented coronary artery"	"386138005"	"1480321017"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6583111000006116"	"1"	"^ESCTPE658311"	NA	"percutaneous transluminal coronary angioplasty by rotoablation"	"397193006"	"1776881019"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6583131000006110"	"22"	"^ESCTPE658313"	NA	"percutaneous rotational coronary endarterectomy"	"397194000"	"1776882014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6718021000006116"	"18"	"^ESCTHI671802"	NA	"history of percutaneous coronary intervention"	"405741001"	"2986424012"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6765901000006116"	"11"	"^ESCTST676590"	NA	"stented artery"	"408708000"	"2470569012"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6807961000006113"	"89"	"^ESCTDR680796"	NA	"drug eluting stent"	"411191007"	"2472833017"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6851841000006118"	"19"	"^ESCTEM685184"	NA	"emergency cabg"	"414088005"	"2535175013"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6869441000006114"	"1500"	"^ESCTPC686944"	NA	"pci - percutaneous coronary intervention"	"415070008"	"3028800015"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6923381000006110"	"1"	"^ESCTFL692338"	NA	"fluoroscopy and stent superior mesenteric artery"	"418573004"	"2580550018"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6927491000006113"	"7"	"^ESCTOF692749"	NA	"off-pump coronary artery bypass"	"418824004"	"2576881018"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6929971000006111"	"1"	"^ESCTFL692997"	NA	"fluoroscopic angiography of coronary artery and insertion of stent"	"418982001"	"2578289017"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6932321000006116"	"7"	"^ESCTMI693232"	NA	"minimally invasive direct coronary artery bypass"	"419132001"	"2576880017"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6932331000006118"	"4"	"^ESCTMI693233"	NA	"midcab - minimally invasive direct coronary artery bypass"	"419132001"	"2579798014"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"6969941000006114"	"11"	"^ESCTCO696994"	NA	"coronary artery stent thrombosis"	"421327009"	"2618027011"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7086511000006119"	"4"	"^ESCTHI708651"	NA	"history of percutaneous transluminal coronary angioplasty"	"428308007"	"2695664011"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7089321000006111"	"9"	"^ESCTPL708932"	NA	"placement of stent in anterior descending branch of left coronary artery"	"428488008"	"2695107017"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7095511000006111"	"1"	"^ESCTHI709551"	NA	"history of stent placement in anterior descending branch of left coronary artery"	"428912006"	"2691979012"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7100421000006116"	"1"	"^ESCTRE710042"	NA	"recurrent coronary arteriosclerosis after percutaneous transluminal coronary angioplasty"	"429245005"	"2693393017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7104261000006116"	"1"	"^ESCTPL710426"	NA	"placement of stent in circumflex branch of left coronary artery"	"429499003"	"2694383016"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7106981000006113"	"5"	"^ESCTAR710698"	NA	"arteriosclerosis of coronary artery bypass graft"	"429673002"	"2819587014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7106991000006111"	"4"	"^ESCTCO710699"	NA	"coronary arteriosclerosis of coronary artery bypass graft"	"429673002"	"2694939019"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7109181000006117"	"1"	"^ESCTFL710918"	NA	"fluoroscopic percutaneous transluminal angioplasty of coronary artery"	"429809004"	"2765054011"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7177921000006118"	"2"	"^ESCTFL717792"	NA	"fluoroscopic angioplasty of vein graft"	"433325002"	"2771128010"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7181851000006118"	"1"	"^ESCTPE718185"	NA	"percutaneous transluminal cutting balloon angioplasty of dialysis fistula using fluoroscopic guidance"	"433631008"	"2769717019"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7210461000006110"	"1"	"^ESCTMA721046"	NA	"magnetic resonance angiography of coronary artery bypass graft"	"438530000"	"2791546017"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7261421000006113"	"1"	"^ESCTAR726142"	NA	"arteriosclerosis of autologous vein coronary artery bypass graft"	"442224005"	"2818746016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7264041000006114"	"4"	"^ESCTAR726404"	NA	"arteriosclerosis of arterial coronary artery bypass graft"	"442421004"	"2819331019"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7278931000006116"	"2"	"^ESCTPE727893"	NA	"percutaneous insertion of stent into right ventricular outflow tract using fluoroscopic guidance"	"443532008"	"2840453019"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7298951000006115"	"18"	"^ESCTAR729895"	NA	"arteriosclerosis of coronary artery bypass graft of transplanted heart"	"444855007"	"2872851014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7395971000006114"	"1"	"^ESCTAB739597"	NA	"abnormal origin of dual left anterior descending coronary arteries from right coronary artery and left coronary artery"	"460437005"	"2922771013"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7396481000006113"	"1"	"^ESCTAB739648"	NA	"abnormal origin of right coronary artery from left coronary artery"	"460586009"	"2923483015"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7399281000006115"	"1"	"^ESCTCO739928"	NA	"coronary artery fistula with dilation of entire coronary artery"	"461425003"	"2923386012"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7430441000006118"	"2"	"^ESCTAT743044"	NA	"atherectomy coronary angioplasty system"	"465631000"	"2943268015"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7493781000006117"	"3"	"^ESCTPE749378"	NA	"percutaneous insertion of drug eluting stent into coronary artery using fluoroscopic guidance"	"609153008"	"2959012016"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7602891000006115"	"174"	"^ESCTDR760289"	NA	"drug-eluting coronary artery stent"	"705637003"	"3024514018"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7602941000006119"	"88"	"^ESCTCO760294"	NA	"coronary artery stent"	"705643001"	"3024526011"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7604961000006112"	"3"	"^ESCTCO760496"	NA	"coronary angioplasty balloon catheter"	"705926001"	"3025067018"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7604981000006119"	"1"	"^ESCTCO760498"	NA	"coronary angioplasty catheter"	"705928000"	"3025071015"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7700501000006119"	"7"	"^ESCTPE770050"	NA	"percutaneous transluminal balloon angioplasty with insertion of stent into iliac artery"	"713170001"	"3288300017"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7707821000006114"	"1"	"^ESCTRE770782"	NA	"repair of coronary artery"	"713689002"	"3297371018"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7802511000006115"	"24"	"^ESCTCO780251"	NA	"coronary angioplasty balloon catheter, drug-eluting"	"720351003"	"3320432011"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"7855741000006112"	"2"	"^ESCTAT785574"	NA	"atherosclerosis of autologous coronary artery bypass graft"	"724431008"	"3498189014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"8041051000006118"	"30"	"^ESCTHI804105"	NA	"history of placement of stent in coronary artery bypass graft"	"130541000119100"	"3447385012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"8041061000006116"	"13"	"^ESCTST804106"	NA	"stent in branch of right coronary artery"	"130551000119103"	"2984969013"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"8041311000006117"	"3"	"^ESCTDR804131"	NA	"drug coated stent in circumflex branch of left coronary artery"	"131581000119102"	"2987655016"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"8041331000006111"	"7"	"^ESCTDR804133"	NA	"drug coated stent in anterior descending branch of left coronary artery"	"131601000119106"	"2987715010"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"8067801000006114"	"28"	"^ESCTST806780"	NA	"stent in anterior descending branch of left coronary artery"	"216621000119100"	"2987681017"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"8067811000006112"	"7"	"^ESCTST806781"	NA	"stent in circumflex branch of left coronary artery"	"216631000119102"	"3005439010"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"8270031000006111"	"1"	"^ESCTEN827003"	NA	"endoscopic robot assisted coronary artery bypass"	"822501000000101"	"2141371000000115"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"8280081000006119"	"2"	"^ESCTFL828008"	NA	"fluoroscopy guided percutaneous transluminal drug eluting balloon angioplasty"	"838541000000104"	"2176371000000114"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"8327951000006114"	"64"	"^ESCTFL832795"	NA	"fluoroscopy guided primary percutaneous coronary intervention"	"914231000000100"	"2349091000000114"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"8440261000006112"	"1"	"^ESCTPE844026"	NA	"percutaneous coronary intervention record"	"1067211000000108"	"2680501000000118"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"8440271000006117"	"7"	"^ESCTPC844027"	NA	"pci (percutaneous coronary intervention) record"	"1067211000000108"	"2680521000000110"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"9353781000006114"	"27"	"^ESCTCO935378"	NA	"coronary arteriosclerosis after percutaneous coronary angioplasty"	"11018701000119108"	"3078321014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"12009341000006119"	"13"	"^ESCT1200934"	NA	"percutaneous transluminal angioplasty of coronary artery using drug eluting balloon catheter"	"763725002"	"3643524015"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"12009351000006117"	"7"	"^ESCT1200935"	NA	"percutaneous transluminal coronary angioplasty using drug eluting balloon catheter"	"763725002"	"3643519018"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"12025931000006119"	"1"	"^ESCT1202593"	NA	"angiogram of right coronary artery bypass graft"	"765076009"	"3656324019"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"12025941000006112"	"1"	"^ESCT1202594"	NA	"angiography of left coronary artery bypass graft"	"765077000"	"3656329012"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"12025951000006114"	"2"	"^ESCT1202595"	NA	"angiogram of left coronary artery bypass graft"	"765077000"	"3656327014"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"12125951000006116"	"1"	"^ESCT1212595"	NA	"arteriosclerosis of autologous vein coronary artery bypass graft with angina"	"15960581000119102"	"3645095017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"12125971000006114"	"19"	"^ESCT1212597"	NA	"unstable angina co-occurrent and due to arteriosclerosis of coronary artery bypass graft"	"15960661000119108"	"3645129018"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"12127701000006111"	"20"	"^ESCT1212770"	NA	"percutaneous insertion of catheter into portal vein"	"16629601000119108"	"3646865018"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"13697771000006116"	"2"	"^ESCT1369777"	NA	"percutaneous transluminal flow diverting stent embolisation of aneurysm of artery"	"1239291000000107"	"2800111000000118"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"13931051000006110"	"1"	"^ESCT1393105"	NA	"insertion of endovascular stent into artery of lower limb"	"830041003"	"3880375016"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"13961451000006111"	"9"	"^ESCT1396145"	NA	"acute stemi (st elevation myocardial infarction) due to pda (posterior descending artery) branch of rca (right coronary artery) occlusion"	"868225002"	"3963985016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"13961481000006115"	"1"	"^ESCT1396148"	NA	"coronary artery bypass grafting using radial artery graft"	"868227005"	"3964004012"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"13961541000006110"	"14"	"^ESCT1396154"	NA	"coronary artery bypass graft using free lima (left internal mammary artery) graft"	"868231004"	"3964017010"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"13961551000006112"	"7"	"^ESCT1396155"	NA	"coronary artery bypass graft using free left internal mammary artery graft"	"868231004"	"3964018017"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"13961751000006115"	"110"	"^ESCT1396175"	NA	"percutaneous coronary intervention of left coronary artery"	"868245005"	"3964089016"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"13961761000006118"	"36"	"^ESCT1396176"	NA	"pci (percutaneous coronary intervention) of lca (left coronary artery)"	"868245005"	"3964100018"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"13961771000006113"	"34"	"^ESCT1396177"	NA	"percutaneous coronary intervention of anterior descending branch of left coronary artery"	"868246006"	"3964091012"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"13961781000006111"	"149"	"^ESCT1396178"	NA	"pci (percutaneous coronary intervention) of left anterior descending branch of coronary artery"	"868246006"	"3964101019"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"13961791000006114"	"11"	"^ESCT1396179"	NA	"percutaneous coronary intervention of circumflex branch of left coronary artery"	"868247002"	"3964094016"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"13961801000006110"	"23"	"^ESCT1396180"	NA	"pci (percutaneous coronary intervention) of circumflex branch of left coronary artery"	"868247002"	"3964095015"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"13961811000006113"	"149"	"^ESCT1396181"	NA	"percutaneous coronary intervention of right coronary artery"	"868248007"	"3964099014"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"13961821000006117"	"242"	"^ESCT1396182"	NA	"pci (percutaneous coronary intervention) of rca (right coronary artery)"	"868248007"	"3964097011"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"13969591000006117"	"1"	"^ESCT1396959"	NA	"sequential anastomosis of left internal thoracic artery to coronary artery"	"871496000"	"3972904011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"14011951000006112"	"2"	"^ESCT1401195"	NA	"unstable angina due to arteriosclerosis of autologous vein coronary artery bypass graft"	"15960541000119108"	"3779541018"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"14055221000006116"	"6"	"^ESCT1405522"	NA	"coronary artery bypass graft with saphenous vein graft"	"3546002"	"3971183018"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"14056221000006114"	"1"	"^ESCT1405622"	NA	"cavg - coronary artery vein graft"	"17073005"	"3971185013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"14056231000006112"	"4"	"^ESCT1405623"	NA	"cvg - coronary vein graft"	"17073005"	"3971186014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"14160781000006119"	"3"	"^ESCT1416078"	NA	"anastomosis of lima (left internal mammary artery) to lad (left anterior descending) coronary artery"	"1010291002"	"4212396011"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"14164951000006116"	"1"	"^ESCT1416495"	NA	"sequential anastomosis of left internal thoracic artery from second diagonal branch of anterior descending branch of left coronary artery to left anterior descending artery"	"1017227007"	"4230228018"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"14178181000006110"	"1"	"^ESCT1417818"	NA	"acute deep vein thrombosis of left lower limb following coronary artery bypass graft"	"15708361000119108"	"3993369011"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"14179491000006111"	"7"	"^ESCT1417949"	NA	"unstable angina due to arteriosclerosis of coronary artery bypass graft of transplanted heart"	"15960341000119104"	"3991458017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"14210681000006112"	"1"	"^ESCT1421068"	NA	"percutaneous insertion of drug eluting stent into coronary artery using fluoroscopic guidance with contrast"	"609153008"	"4010344018"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"14453321000006115"	"5"	"^ESCT1445332"	NA	"coronary artery bypass grafting using free right internal thoracic artery graft from left internal thoracic artery to intermediate artery"	"1155686006"	"4569567017"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"14466301000006111"	"3"	"^ESCT1446630"	NA	"coronary artery bypass grafting using free right internal thoracic artery graft from left internal thoracic artery to diagonal branch of anterior descending branch of left coronary artery"	"1156983007"	"4576926016"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"14466311000006114"	"1"	"^ESCT1446631"	NA	"anastomosis of free rima (right internal mammary artery) from lima (left internal mammary artery) to diagonal branch of lad (left anterior descending) coronary artery"	"1156983007"	"4576923012"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"14466331000006115"	"3"	"^ESCT1446633"	NA	"coronary artery bypass grafting using free right internal thoracic artery graft from left internal thoracic artery to anterior descending branch of left coronary artery"	"1156984001"	"4576928015"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"14518901000006116"	"3"	"^ESCT1451890"	NA	"assessment using pci (patient complexity instrument)"	"1198121000000103"	"1080721000000113"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"14636541000006114"	"6"	"^ESCT1463654"	NA	"angiography of coronary artery bypass graft"	"252427007"	"4670295011"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"14753521000006119"	"1"	"^ESCT1475352"	NA	"sequential anastomosis of free right internal thoracic artery from left internal thoracic artery to first diagonal branch of anterior descending branch of left coronary artery and first marginal circumflex coronary artery"	"1208943002"	"5013667018"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"14756081000006115"	"1"	"^ESCT1475608"	NA	"sequential anastomosis of free right internal thoracic artery from left internal thoracic artery to second obtuse marginal branch of circumflex branch of left coronary artery and posterior descending coronary artery"	"1209205004"	"5025558011"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"14856811000006118"	"10"	"^ESCT1485681"	NA	"recurrent angina following placement of coronary artery stent"	"371809004"	"5013900016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"14865391000006117"	"1"	"^ESCT1486539"	NA	"endovascular insertion of stent into artery of lower limb"	"830041003"	"5069603011"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"15032341000006117"	"1"	"^ESCT1503234"	NA	"percutaneous coronary intervention on mid-segment of left main coronary artery"	"1258930006"	"5154979012"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"16075121000006117"	"6"	"^ESCT1607512"	NA	"percutaneous transluminal angioplasty of coronary artery using imaging guidance with contrast"	"41339005"	"5393369017"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"16076601000006113"	"2"	"^ESCT1607660"	NA	"fluoroscopy guided percutaneous transluminal angioplasty of coronary artery, multiple vessels with contrast"	"85053006"	"5393655011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"16084651000006113"	"20"	"^ESCT1608465"	NA	"fluoroscopy guided percutaneous transluminal balloon angioplasty of artery with contrast"	"276861004"	"5393302011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"16094341000006117"	"8"	"^ESCT1609434"	NA	"fluoroscopy guided percutaneous transluminal balloon angioplasty with insertion of stent into coronary artery using fluoroscopic guidance with contrast"	"429639007"	"5385690016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"16107211000006110"	"1"	"^ESCT1610721"	NA	"primary pci (percutaneous coronary intervention) using fluoroscopic guidance"	"914231000000100"	"2048011000000113"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"4031011"	"77398"	"G32"	"G32..00"	"old myocardial infarction"	"1755008"	"4031011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"4032016"	"1059"	"G32-1"	"G32..11"	"healed myocardial infarction"	"1755008"	"4032016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"37443015"	"13390"	"G30-4"	"G30..14"	"heart attack"	"22298006"	"37443015"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"94884017"	"2008762"	"G30"	"G30..00"	"acute myocardial infarction"	"57054005"	"94884017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"109915012"	"426"	"G310"	"G310.00"	"post-myocardial infarction syndrome"	"66189004"	"500341014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"208365015"	"1018"	"G38"	"G38..00"	"postoperative myocardial infarction"	"129574000"	"208365015"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"256452010"	"6842"	"323"	"323..00"	"ecg: myocardial infarction"	"164865005"	"256452010"	"3"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"256454011"	"6094"	"3232"	"3232.00"	"ecg: old myocardial infarction"	"164867002"	"256454011"	"3"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"256460011"	"1210"	"323Z"	"323Z.00"	"ecg: myocardial infarct nos"	"164865005"	"256452010"	"3"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"299707016"	"9430"	"G301"	"G301.00"	"acute anterior myocardial infarction"	"54329005"	"1231324017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"299709018"	"31380"	"G301z"	"G301z00"	"anterior myocardial infarction nos"	"54329005"	"1231324017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"299710011"	"6135"	"G304"	"G304.00"	"acute posterior myocardial infarction"	"233838001"	"350371016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"299711010"	"3586"	"G305"	"G305.00"	"acute lateral myocardial infarction"	"58612006"	"1231860015"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"299712015"	"589"	"G306"	"G306.00"	"true posterior myocardial infarction"	"194802003"	"299712015"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"299714019"	"122211"	"G308"	"G308.00"	"acute myocardial infarction of inferior wall"	"73795002"	"122557015"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"299718016"	"2315"	"G30y"	"G30y.00"	"other acute myocardial infarction"	"57054005"	"94884017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"299720018"	"692"	"G30yz"	"G30yz00"	"other acute myocardial infarction nos"	"57054005"	"94884017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_MI"	"299721019"	"74221"	"G30z"	"G30z.00"	"acute myocardial infarction nos"	"57054005"	"94884017"	"32"	NA	NA	NA	NA	NA	NA	NA
