ProdCodeId	dmdid	Term from EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	DrugIssues

2057041000033116		Multistix Gp  Reagent strips  							3418

2057141000033117		Astra Tech Lofric Plus  Nelaton catheter, non PVC (male)  8ch, 903800							22

2057241000033112		Astra Tech Lofric Plus  Nelaton catheter, non PVC (male)  10ch, 904000							139

2057341000033119		Astra Tech Lofric Plus  Nelaton catheter, non PVC (male)  12ch, 904200							882

2057441000033113		Astra Tech Lofric Plus  Nelaton catheter, non PVC (male)  14ch, 904400							1593

2057541000033114		Astra Tech Lofric Plus  Nelaton catheter, non PVC (male)  16ch, 904600							826

2057641000033110		Astra Tech Lofric Plus  Nelaton catheter, non PVC (male)  18ch, 904800							143

2057741000033118		Astra Tech Lofric Plus  Nelaton catheter, non PVC (male)  20ch, 905000							5

2057841000033111		Astra Tech Lofric Plus  Nelaton catheter, non PVC (male)  22ch, 905200							2

2058041000033117		Astra Tech Lofric Plus  Nelaton catheter, non PVC (female)  8ch, 943800							50

2058141000033118		Astra Tech Lofric Plus  Nelaton catheter, non PVC (female)  10ch, 944000							746

2058241000033113		Astra Tech Lofric Plus  Nelaton catheter, non PVC (female)  12ch, 944200							1702

2058341000033115		Astra Tech Lofric Plus  Nelaton catheter, non PVC (female)  14ch, 944400							251

2058441000033114		Astra Tech Lofric Plus  Nelaton catheter, non PVC (female)  16ch, 944600							163

2058541000033110		Astra Tech Lofric Plus  Nelaton catheter, non PVC (female)  18ch, 944800							88

2058641000033111		Astra Tech Lofric Plus  Nelaton catheter, non PVC (female 15 cm)  8ch, 983800							8

2058741000033119		Astra Tech Lofric Plus  Nelaton catheter, non PVC (female 15 cm)  10ch, 984000							621

2058841000033112		Astra Tech Lofric Plus  Nelaton catheter, non PVC (female 15 cm)  12ch, 984200							657

2058941000033116		Astra Tech Lofric Plus  Nelaton catheter, non PVC (female 15 cm)  14ch, 984400							50

2059041000033113		Astra Tech Lofric Plus  Nelaton catheter, non PVC (female 15 cm)  16ch, 984600							415

2059141000033112		Astra Tech Lofric Plus  Nelaton catheter, non PVC (female 15 cm)  18ch, 984800							158

2059241000033117		Astra Tech Lofric Plus  Nelaton catheter, non PVC (paediatric)  6ch, 923600							22

2059441000033116		Astra Tech Lofric Plus  Nelaton catheter, non PVC (paediatric)  10ch, 924000							128

2059541000033115		Astra Tech Lofric Plus  Nelaton catheter, non PVC (paediatric 30 cm)  6ch, 993600							2

2059641000033119		Astra Tech Lofric Plus  Nelaton catheter, non PVC (paediatric 30 cm)  8ch, 993800							41

2059741000033111		Astra Tech Lofric Plus  Nelaton catheter, non PVC (paediatric 30 cm)  10ch, 994000							12

2059841000033118	7155911000001106	Interglide coated catheter male 8Ch D6030 (Bard Ltd)	Interglide coated catheter male 8Ch						23

2059941000033114	7156411000001107	Interglide coated catheter male 10Ch D6030 (Bard Ltd)	Interglide coated catheter male 10Ch						1065

2060041000033112	7212411000001101	Interglide coated catheter male 12Ch D6030 (Bard Ltd)	Interglide coated catheter male 12Ch						3930

2060141000033111	7203011000001103	Interglide coated catheter male 14Ch D6030 (Bard Ltd)	Interglide coated catheter male 14Ch						2750

2060241000033116	7202611000001100	Interglide coated catheter male 16Ch D6030 (Bard Ltd)	Interglide coated catheter male 16Ch						1516

2060341000033114	7218211000001103	Interglide coated catheter male 18Ch D6030 (Bard Ltd)	Interglide coated catheter male 18Ch						123

2060441000033115	6933111000001105	Interglide coated catheter female 8Ch D6031 (Bard Ltd)	Interglide coated catheter female 8Ch						202

2060541000033119	6992811000001103	Interglide coated catheter female 10Ch D6031 (Bard Ltd)	Interglide coated catheter female 10Ch						1734

2060641000033118	7068611000001106	Interglide coated catheter female 12Ch D6031 (Bard Ltd)	Interglide coated catheter female 12Ch						4119

2060741000033110	7110511000001101	Interglide coated catheter female 14Ch D6031 (Bard Ltd)	Interglide coated catheter female 14Ch						733

2060841000033117	7134711000001106	Interglide coated catheter female 16Ch D6031 (Bard Ltd)	Interglide coated catheter female 16Ch						234

2060941000033113	7132711000001101	Interglide coated catheter female 18Ch D6031 (Bard Ltd)	Interglide coated catheter female 18Ch						150

2061041000033115	7178311000001104	Interglide coated catheter paediatric 8Ch D6032 (Bard Ltd)	Interglide coated catheter paediatric 8Ch						32

2061141000033116	7205311000001104	Interglide coated catheter paediatric 10Ch D6032 (Bard Ltd)	Interglide coated catheter paediatric 10Ch						114

2061241000033111	7145411000001100	LoFric Dila-Cath catheter male 16Ch 891600 (Wellspect HealthCare)	LoFric Dila-Cath catheter male 16Ch						4784

2061341000033118	7149211000001101	LoFric Dila-Cath catheter male 18Ch 891800 (Wellspect HealthCare)	LoFric Dila-Cath catheter male 18Ch						2001

2061441000033112		Rusch Sympacath Hydrogel Coated  Foley catheter (male)  12ch, 18050599							2

2061541000033113		Rusch Sympacath Hydrogel Coated  Foley catheter (male)  14ch, 18050599							12

2061641000033114		Rusch Sympacath Hydrogel Coated  Foley catheter (male)  16ch, 18050599							30

2061741000033117		Rusch Sympacath Hydrogel Coated  Foley catheter (male)  18ch, 18050599							13

2062341000033110		Rusch Sympacath Hydrogel Coated  Foley catheter (male)  30ch, 18050599							2

2062441000033116	6387111000001100	Sympacath hydrogel coated catheter male 12Ch 18053099 30ml balloon (Rusch UK Ltd)	Sympacath hydrogel coated catheter male 12Ch						9

2062541000033115	6452211000001107	Sympacath hydrogel coated catheter male 14Ch 18053099 30ml balloon (Rusch UK Ltd)	Sympacath hydrogel coated catheter male 14Ch						31

2062641000033119	6437511000001109	Sympacath hydrogel coated catheter male 16Ch 18053099 30ml balloon (Rusch UK Ltd)	Sympacath hydrogel coated catheter male 16Ch						14

2062741000033111	6609811000001107	Sympacath hydrogel coated catheter male 18Ch 18053099 30ml balloon (Rusch UK Ltd)	Sympacath hydrogel coated catheter male 18Ch						1

2062941000033114	6644611000001101	Sympacath hydrogel coated catheter male 22Ch 18053099 30ml balloon (Rusch UK Ltd)	Sympacath hydrogel coated catheter male 22Ch						1

2063341000033119	6711911000001107	Sympacath hydrogel coated catheter male 30Ch 18053099 30ml balloon (Rusch UK Ltd)	Sympacath hydrogel coated catheter male 30Ch						1

2063441000033113		Rusch Sympacath Hydrogel Coated  Foley catheter (female)  12ch, 18020599							9

2063541000033114		Rusch Sympacath Hydrogel Coated  Foley catheter (female)  14ch, 18020599							3

2063641000033110		Rusch Sympacath Hydrogel Coated  Foley catheter (female)  16ch, 18020599							13

2063741000033118		Rusch Sympacath Hydrogel Coated  Foley catheter (female)  18ch. 18020599							1

2063941000033115		Rusch Sympacath Hydrogel Coated  Foley catheter (female)  22ch, 18020599							4

2064241000033114	6067011000001104	Sympacath hydrogel coated catheter female 12Ch 18023099 30ml balloon (Rusch UK Ltd)	Sympacath hydrogel coated catheter female 12Ch						31

2064341000033116	6089211000001101	Sympacath hydrogel coated catheter female 14Ch 18023099 30ml balloon (Rusch UK Ltd)	Sympacath hydrogel coated catheter female 14Ch						66

2064441000033110	6091311000001109	Sympacath hydrogel coated catheter female 16Ch 18023099 30ml balloon (Rusch UK Ltd)	Sympacath hydrogel coated catheter female 16Ch						10

2064641000033112	6140111000001101	Sympacath hydrogel coated catheter female 20Ch 18023099 30ml balloon (Rusch UK Ltd)	Sympacath hydrogel coated catheter female 20Ch						2

2064941000033117	6324711000001100	Sympacath hydrogel coated catheter female 26Ch 18023099 30ml balloon (Rusch UK Ltd)	Sympacath hydrogel coated catheter female 26Ch						2

2065041000033117		Resource Benefiber  Powder  250 grams							9273

2065241000033113	6770011000001109	Sympacath 3 way hydrogel coated catheter male 18Ch 18313099 30ml balloon (Rusch UK Ltd)	Sympacath 3 way hydrogel coated catheter male 18Ch						9

2065441000033114	6770611000001102	Sympacath 3 way hydrogel coated catheter male 22Ch 18313099 30ml balloon (Rusch UK Ltd)	Sympacath 3 way hydrogel coated catheter male 22Ch						1

2065741000033119	6732611000001103	Sympacath hydrogel coated catheter paediatric 10Ch 18010399 5ml balloon (Rusch UK Ltd)	Sympacath hydrogel coated catheter paediatric 10Ch						17

2065841000033112	804111000001106	Solvaline N dressing 5cm x 5cm (Lohmann & Rauscher)	Solvaline N dressing 5cm x 5cm						4535

2065941000033116	238011000001104	Solvaline N dressing 10cm x 10cm (Lohmann & Rauscher)	Solvaline N dressing 10cm x 10cm						4854

2066041000033114	343511000001107	Solvaline N dressing 20cm x 10cm (Lohmann & Rauscher)	Solvaline N dressing 20cm x 10cm						2028

2066141000033113		Balneum Plus  Cream pump pack  							42893

2066241000033118	42297711000001107	Simvastatin 80mg tablets	Simvastatin 80mg tablets	Tablet/ Oral Tablet	Oral	Simvastatin	80.000mg	02120000	2473034

2066341000033111	113211000001106	Zocor 80mg tablets (Organon Pharma (UK) Ltd)	Zocor 80mg tablets	Tablet/ Oral Tablet	Oral	Simvastatin	80.000mg		3031

2066441000033117	12671211000001104	Askina Derm dressing 6cm x 7cm (B.Braun Medical Ltd)	Askina Derm dressing 6cm x 7cm						114

2066541000033116	12671511000001101	Askina Derm dressing 10cm x 12cm (B.Braun Medical Ltd)	Askina Derm dressing 10cm x 12cm						72

2066641000033115	12672211000001106	Askina Derm dressing 15cm x 20cm (B.Braun Medical Ltd)	Askina Derm dressing 15cm x 20cm						19

2066741000033112	41486611000001102	Ganciclovir 500mg capsules	Ganciclovir 500mg capsules	Capsule/ Oral capsule	Oral	Ganciclovir	500.000mg	05030202	717

2066841000033119	3977311000001106	Cymevene 500mg capsules (Roche Products Ltd)	Cymevene 500mg capsules	Capsule/ Oral capsule	Oral	Ganciclovir	500.000mg		20

2066941000033110	901011000001102	CarboFlex dressing 10cm x 10cm (ConvaTec Ltd)	CarboFlex dressing 10cm x 10cm						33249

2067041000033111	129611000001103	CarboFlex dressing 8cm x 15cm oval (ConvaTec Ltd)	CarboFlex dressing 8cm x 15cm oval						6865

2067141000033110	860811000001105	CarboFlex dressing 15cm x 20cm (ConvaTec Ltd)	CarboFlex dressing 15cm x 20cm						20822

2067241000033115		Purilon  Gel  8 grams							16721

2067341000033113	16710611000001105	Tegaderm Alginate dressing 2cm x 30.4cm (3M Health Care Ltd)	Tegaderm Alginate dressing 2cm x 30.4cm						378

2067441000033119		Unilet Gp  Lancets  type a, 0.81mm/21 gauge							1122

2067541000033118	398511000001105	Flixotide 125micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)	Flixotide 125micrograms/dose Evohaler	 Pressurised inhalation	Inhalation	Fluticasone propionate	125.000microgram/1.000dose		236332

2067641000033117	2831211000001109	Flixotide 250micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)	Flixotide 250micrograms/dose Evohaler	 Pressurised inhalation	Inhalation	Fluticasone propionate	250.000microgram/1.000dose		326324

2067741000033114	39111211000001103	Fluticasone 125micrograms/dose inhaler CFC free	Fluticasone 125micrograms/dose inhaler CFC free	 Pressurised inhalation	Inhalation	Fluticasone propionate	125.000microgram/1.000dose	03020000	832061

2067841000033116	39111411000001104	Fluticasone 250micrograms/dose inhaler CFC free	Fluticasone 250micrograms/dose inhaler CFC free	 Pressurised inhalation	Inhalation	Fluticasone propionate	250.000microgram/1.000dose	03020000	1244301

2068241000033119	42090811000001108	Trilostane 120mg capsules	Trilostane 120mg capsules	Capsule/ Oral capsule	Oral	Trilostane	120.000mg	06070300	187

2068341000033112	9122511000001102	Modrenal 120mg capsules (Genzyme Therapeutics Ltd)	Modrenal 120mg capsules	Capsule/ Oral capsule	Oral	Trilostane	120.000mg		17

2068441000033118	36127811000001106	Morphine 90mg modified-release capsules	Morphine 90mg modified-release capsules	Modified-release capsule	Oral	Morphine sulfate	90.000mg	04070200	10040

2068541000033117	36126611000001105	Morphine 120mg modified-release capsules	Morphine 120mg modified-release capsules	Modified-release capsule	Oral	Morphine sulfate	120.000mg	04070200	7045

2068641000033116	36126711000001101	Morphine 150mg modified-release capsules	Morphine 150mg modified-release capsules	Modified-release capsule	Oral	Morphine sulfate	150.000mg	04070200	7562

2068741000033113	36127111000001104	Morphine 20mg modified-release capsules	Morphine 20mg modified-release capsules	Modified-release capsule	Oral	Morphine sulfate	20.000mg	04070200	6143

2068841000033115	36127411000001109	Morphine 50mg modified-release capsules	Morphine 50mg modified-release capsules	Modified-release capsule	Oral	Morphine sulfate	50.000mg	04070200	1449

2068941000033111		Nifedotard 20 MR  M/R tablets  20 mg							23

2069041000033119	541911000001104	Physeptone 20mg/2ml solution for injection ampoules (Martindale Pharmaceuticals Ltd)	Physeptone 20mg/2ml solution for injection ampoules	Solution for injection	Subcutaneous/ Intramuscular	Methadone hydrochloride	10.000mg/1.000ml		76

2069141000033115	642511000001108	Physeptone 35mg/3.5ml solution for injection ampoules (Martindale Pharmaceuticals Ltd)	Physeptone 35mg/3.5ml solution for injection ampoules	Solution for injection	Subcutaneous/ Intramuscular	Methadone hydrochloride	10.000mg/1.000ml		1

2069241000033110	444411000001104	Physeptone 50mg/5ml solution for injection ampoules (Martindale Pharmaceuticals Ltd)	Physeptone 50mg/5ml solution for injection ampoules	Solution for injection	Subcutaneous/ Intramuscular	Methadone hydrochloride	10.000mg/1.000ml		3

2069341000033117	754611000001105	Physeptone 10mg/1ml solution for injection ampoules (Martindale Pharmaceuticals Ltd)	Physeptone 10mg/1ml solution for injection ampoules	Solution for injection	Subcutaneous/ Intramuscular	Methadone hydrochloride	10.000mg/1.000ml		2036

2069441000033111	36120511000001109	Methadone 10mg/1ml solution for injection ampoules	Methadone 10mg/1ml solution for injection ampoules	Solution for injection	Subcutaneous/ Intramuscular	Methadone hydrochloride	10.000mg/1.000ml	04070200	5688

2069541000033112	264011000001102	CliniSorb dressing 10cm x 10cm (CliniMed Ltd)	CliniSorb dressing 10cm x 10cm						36241

2069641000033113	601611000001105	CliniSorb dressing 10cm x 20cm (CliniMed Ltd)	CliniSorb dressing 10cm x 20cm						13803

2069741000033116	506811000001107	CliniSorb dressing 15cm x 25cm (CliniMed Ltd)	CliniSorb dressing 15cm x 25cm						5691

2069841000033114	6442711000001102	Euro sterile catheter valve JECV (Jade-Euro-Med)	Euro sterile catheter valve						5351

2069941000033118	6443911000001107	Euro sterile bag with dual tap JEDT (Jade-Euro-Med)	Euro sterile bag with dual tap						472

2070041000033117		Complan Ready To Drink  Liquid (Chocolate) Carton  230 ml							407

2070141000033118	6489411000001108	Euro J-strap JEJS (Jade-Euro-Med)	Euro J-strap						8189

2070241000033113		Complan Ready To Drink  Liquid (Strawberry) Carton  230 ml							449

2070341000033115	6489611000001106	Eurosleeve small JES1 24cm-33cm (Jade-Euro-Med)	Eurosleeve small						262

2070441000033114	6490011000001108	Eurosleeve standard JES2 34cm-39cm (Jade-Euro-Med)	Eurosleeve standard						1750

2070541000033110		Complan Ready To Drink  Liquid (Vanilla) Carton  230 ml							793

2070641000033111	6490511000001100	Eurosleeve medium JES3 40cm-46cm (Jade-Euro-Med)	Eurosleeve medium						717

2070741000033119	6491011000001104	Eurosleeve large JES4 47cm-64cm (Jade-Euro-Med)	Eurosleeve large						358

2070841000033112	6650311000001101	Retracted penis pouch 9811 (Hollister Ltd)	Retracted penis pouch						7636

2070941000033116	6830411000001100	MK7 male incontinence appliance 0007 (S.G.& P.Payne Ltd)	MK7 male incontinence appliance						13

2071041000033114	6831711000001103	MK8 male incontinence appliance 0008 (S.G.& P.Payne Ltd)	MK8 male incontinence appliance						108

2071141000033113	6833811000001105	MK11 male incontinence appliance 0011 (S.G.& P.Payne Ltd)	MK11 male incontinence appliance						26

2071241000033118	6835111000001102	MK12 male incontinence appliance 0012 (S.G.& P.Payne Ltd)	MK12 male incontinence appliance						23

2071341000033111	6867611000001107	Rubber flange compatible with MK11, MK12 urinal system 0516 38mm (S.G.& P.Payne Ltd)	Rubber flange compatible with MK11, MK12 urinal system						60

2071441000033117	6868411000001108	Rubber flange compatible with MK11, MK12 urinal system 0517 45mm (S.G.& P.Payne Ltd)	Rubber flange compatible with MK11, MK12 urinal system						126

2071541000033116	6868911000001100	Soft rubber diaphragm compatible with MK11, MK12 urinal system 0519 (S.G.& P.Payne Ltd)	Soft rubber diaphragm compatible with MK11, MK12 urinal system						85

2071641000033115	6875511000001109	Soft coned top compatible with MK11 urinal system 0619 (S.G.& P.Payne Ltd)	Soft coned top compatible with MK11 urinal system						36

2071741000033112	6815311000001106	Flange support compatible with MK7, MK8 urinal system 0401 70cm (S.G.& P.Payne Ltd)	Flange support compatible with MK7, MK8 urinal system						15

2071841000033119	6816111000001103	Flange support compatible with MK7, MK8 urinal system 0402 75cm (S.G.& P.Payne Ltd)	Flange support compatible with MK7, MK8 urinal system						13

2071941000033110	6816811000001105	Flange support compatible with MK7, MK8 urinal system 0403 80cm (S.G.& P.Payne Ltd)	Flange support compatible with MK7, MK8 urinal system						23

2072041000033116	428211000001106	Scandishake Mix oral powder 85g sachets vanilla (Nutricia Ltd)	Scandishake Mix oral powder 85g sachets vanilla	 Oral powder/ Powder					41017

2072141000033117	6817511000001109	Flange support compatible with MK7, MK8 urinal system 0404 85cm (S.G.& P.Payne Ltd)	Flange support compatible with MK7, MK8 urinal system						8

2072241000033112	6818111000001104	Flange support compatible with MK7, MK8 urinal system 0405 90cm (S.G.& P.Payne Ltd)	Flange support compatible with MK7, MK8 urinal system						14

2072341000033119	6818611000001107	Flange support compatible with MK7, MK8 urinal system 0406 95cm (S.G.& P.Payne Ltd)	Flange support compatible with MK7, MK8 urinal system						37

2072441000033113	246111000001103	Scandishake Mix oral powder 85g sachets chocolate (Nutricia Ltd)	Scandishake Mix oral powder 85g sachets chocolate	 Oral powder/ Powder					42983

2072541000033114	6819311000001108	Flange support compatible with MK7, MK8 urinal system 0407 100cm (S.G.& P.Payne Ltd)	Flange support compatible with MK7, MK8 urinal system						14

2072641000033110	6820111000001107	Flange support compatible with MK7, MK8 urinal system 0408 105cm (S.G.& P.Payne Ltd)	Flange support compatible with MK7, MK8 urinal system						22

2072741000033118	6820911000001105	Flange support compatible with MK7, MK8 urinal system 0409 110cm (S.G.& P.Payne Ltd)	Flange support compatible with MK7, MK8 urinal system						8

2072841000033111	398111000001101	Scandishake Mix oral powder 85g sachets strawberry (Nutricia Ltd)	Scandishake Mix oral powder 85g sachets strawberry	 Oral powder/ Powder					55331

2072941000033115	6827611000001100	Facepiece with belt and adjustable rubber understraps small, compatible with MK11, MK12 urinal system 0414 (S.G.& P.Payne Ltd)	Facepiece with belt and adjustable rubber understraps small, compatible with MK11, MK12 urinal system						1

2073041000033113	6829311000001100	Facepiece with belt and adjustable rubber understraps medium, compatible with MK11, MK12 urinal system 0415 (S.G.& P.Payne Ltd)	Facepiece with belt and adjustable rubber understraps medium, compatible with MK11, MK12 urinal system						5

2073141000033112	6830011000001109	Facepiece with belt and adjustable rubber understraps large, compatible with MK11, MK12 urinal system 0416 (S.G.& P.Payne Ltd)	Facepiece with belt and adjustable rubber understraps large, compatible with MK11, MK12 urinal system						6

2073241000033117		Dansac Nodor S  Deodorant  50ml, 080-00 							11430

2073341000033110		Dansac Nodor S  Deodorant  250ml, 080-01							6533

2073441000033116	6290411000001100	Esteem ileostomy bag with filter, small S5040 Starter hole 20mm Clear (ConvaTec Ltd)	Esteem ileostomy bag with filter, small						22

2073541000033115	6291811000001106	Esteem ileostomy bag with filter, small S5041 Starter hole 20mm Opaque (ConvaTec Ltd)	Esteem ileostomy bag with filter, small						865

2073641000033119	6292811000001102	Esteem ileostomy bag with filter, small S5042 25mm Opaque (ConvaTec Ltd)	Esteem ileostomy bag with filter, small						68

2073741000033111	6293311000001101	Esteem ileostomy bag with filter, small S5043 30mm Opaque (ConvaTec Ltd)	Esteem ileostomy bag with filter, small						107

2073841000033118	6294811000001108	Esteem ileostomy bag with filter, small S5044 40mm Opaque (ConvaTec Ltd)	Esteem ileostomy bag with filter, small						8

2073941000033114	6295311000001100	Esteem ileostomy bag with filter, small S5045 50mm Opaque (ConvaTec Ltd)	Esteem ileostomy bag with filter, small						22

2074041000033111	6296011000001107	Esteem ileostomy bag with filter, medium S5047 Starter hole 20mm Clear (ConvaTec Ltd)	Esteem ileostomy bag with filter, medium						446

2074141000033110	6296711000001109	Esteem ileostomy bag with filter, medium S5048 Starter hole 20mm Opaque (ConvaTec Ltd)	Esteem ileostomy bag with filter, medium						2704

2074241000033115	6297111000001106	Esteem ileostomy bag with filter, medium S5049 25mm Opaque (ConvaTec Ltd)	Esteem ileostomy bag with filter, medium						1127

2074341000033113	6297711000001107	Esteem ileostomy bag with filter, medium S5050 30mm Opaque (ConvaTec Ltd)	Esteem ileostomy bag with filter, medium						234

2074441000033119	6298611000001104	Esteem ileostomy bag with filter, medium S5051 40mm Opaque (ConvaTec Ltd)	Esteem ileostomy bag with filter, medium						156

2074541000033118	6299311000001103	Esteem ileostomy bag with filter, medium S5052 50mm Opaque (ConvaTec Ltd)	Esteem ileostomy bag with filter, medium						20

2074641000033117	6300711000001101	Esteem ileostomy bag with filter, medium S5053 60mm Opaque (ConvaTec Ltd)	Esteem ileostomy bag with filter, medium						2

2074741000033114	6301511000001104	Esteem ileostomy bag with filter, large S5055 Starter hole 20mm Clear (ConvaTec Ltd)	Esteem ileostomy bag with filter, large						423

2074841000033116	6302011000001104	Esteem ileostomy bag with filter, large S5056 25mm Clear (ConvaTec Ltd)	Esteem ileostomy bag with filter, large						5

2074941000033112	6302611000001106	Esteem ileostomy bag with filter, large S5057 30mm Clear (ConvaTec Ltd)	Esteem ileostomy bag with filter, large						10

2075041000033112	6304411000001101	Esteem ileostomy bag with filter, large S5058 40mm Clear (ConvaTec Ltd)	Esteem ileostomy bag with filter, large						6

2075341000033114	6306711000001103	Esteem ileostomy bag with filter, large S5061 70mm Clear (ConvaTec Ltd)	Esteem ileostomy bag with filter, large						3

2075441000033115	6307211000001107	Esteem ileostomy bag with filter, large S5062 Starter hole 20mm Opaque (ConvaTec Ltd)	Esteem ileostomy bag with filter, large						4962

2075541000033119	6307911000001103	Esteem ileostomy bag with filter, large S5063 25mm Opaque (ConvaTec Ltd)	Esteem ileostomy bag with filter, large						891

2075641000033118	6308411000001105	Esteem ileostomy bag with filter, large S5064 30mm Opaque (ConvaTec Ltd)	Esteem ileostomy bag with filter, large						785

2075741000033110	6309511000001103	Esteem ileostomy bag with filter, large S5065 40mm Opaque (ConvaTec Ltd)	Esteem ileostomy bag with filter, large						351

2075841000033117	6310111000001104	Esteem ileostomy bag with filter, large S5066 50mm Opaque (ConvaTec Ltd)	Esteem ileostomy bag with filter, large						48

2075941000033113	6310711000001103	Esteem ileostomy bag with filter, large S5067 60mm Opaque (ConvaTec Ltd)	Esteem ileostomy bag with filter, large						7

2076141000033116	36020611000001100	Povidone-Iodine 1.14% dry powder spray	Povidone-Iodine 1.14% dry powder spray	Spray	Cutaneous	Povidone-Iodine	11.400mg/1.000gram	13110400	18327

2076241000033111	3890611000001103	Savlon Dry 1.14% spray (Novartis Consumer Health UK Ltd)	Savlon Dry 1.14% spray	Spray	Cutaneous	Povidone-Iodine	11.400mg/1.000gram		12267

2076441000033112		Sulparex  Tablets  200 mg							170

2076641000033114	36146311000001103	Typhoid vaccine (live, oral, strain ty21a) gastro-resistant capsules	Typhoid vaccine (live, oral, strain ty21a) gastro-resistant capsules	Gastro-resistant capsule	Oral	Salmonella typhi strain Ty 21a		14040000	92974

2076841000033110		Coloplast  Strip Paste  2655							10390

2076941000033119	5745711000001104	Second Nature two piece ostomy system flange 2FL70 70mm (Salts Healthcare)	Second Nature two piece ostomy system flange						36

2077041000033118	5752011000001108	Second Nature two piece ostomy system colostomy bag with overlap 2CLT70 70mm Transparent (Salts Healthcare)	Second Nature two piece ostomy system colostomy bag with overlap						3

2077241000033114	5756811000001101	Second Nature two piece ostomy system ileostomy bag with overlap 2DLT70 70mm Transparent (Salts Healthcare)	Second Nature two piece ostomy system ileostomy bag with overlap						37

2077341000033116	5757011000001105	Second Nature two piece ostomy system ileostomy bag 2DLTT70 70mm Transparent (Salts Healthcare)	Second Nature two piece ostomy system ileostomy bag						1

2077441000033110	10196211000001108	SecuPlast ostomy plaster SP70 70mm (Salts Healthcare)	SecuPlast ostomy plaster						2661

2077541000033111	38897311000001105	Alfuzosin 10mg modified-release tablets	Alfuzosin 10mg modified-release tablets	Modified-release tablet	Oral	Alfuzosin hydrochloride	10.000mg	07040100	2994855

2077641000033112	3188711000001103	Xatral XL 10mg tablets (Sanofi)	Xatral XL 10mg tablets	Modified-release tablet	Oral	Alfuzosin hydrochloride	10.000mg		275691

2077741000033115	42276011000001102	Olanzapine 5mg oral lyophilisates sugar free	Olanzapine 5mg oral lyophilisates sugar free	Oral lyophilisate	Oral	Olanzapine	5.000mg	04020100	157567

2077841000033113	42275411000001102	Olanzapine 10mg oral lyophilisates sugar free	Olanzapine 10mg oral lyophilisates sugar free	Oral lyophilisate	Oral	Olanzapine	10.000mg	04020100	211339

2077941000033117	91711000001108	Zyprexa 5mg Velotabs (Neon Healthcare Ltd)	Zyprexa 5mg Velotabs	Oral lyophilisate	Oral	Olanzapine	5.000mg		10710

2078041000033119	897111000001104	Zyprexa 10mg Velotabs (Neon Healthcare Ltd)	Zyprexa 10mg Velotabs	Oral lyophilisate	Oral	Olanzapine	10.000mg		13114

2078141000033115	35921211000001100	Tramadol 75mg modified-release tablets	Tramadol 75mg modified-release tablets	Modified-release tablet	Oral	Tramadol hydrochloride	75.000mg	04070200	1935

2078241000033110	424611000001103	Dromadol SR 75mg tablets (IVAX Pharmaceuticals UK Ltd)	Dromadol SR 75mg tablets	Modified-release tablet	Oral	Tramadol hydrochloride	75.000mg		28

2078341000033117	216911000001105	Dromadol SR 100mg tablets (Teva UK Ltd)	Dromadol SR 100mg tablets	Modified-release tablet	Oral	Tramadol hydrochloride	100.000mg		6299

2078441000033111	919611000001108	Dromadol SR 150mg tablets (Teva UK Ltd)	Dromadol SR 150mg tablets	Modified-release tablet	Oral	Tramadol hydrochloride	150.000mg		1589

2078541000033112	278411000001105	Dromadol SR 200mg tablets (Teva UK Ltd)	Dromadol SR 200mg tablets	Modified-release tablet	Oral	Tramadol hydrochloride	200.000mg		2286

2078741000033116	38898111000001109	Ferrous fumarate 140mg/5ml oral solution sugar free	Ferrous fumarate 140mg/5ml oral solution sugar free	Oral solution	Oral	Ferrous fumarate	28.000mg/1.000ml	09010101	540130

2078841000033114	4071311000001107	Lomont 70mg/5ml oral suspension (Rosemont Pharmaceuticals Ltd)	Lomont 70mg/5ml oral suspension	Oral suspension	Oral	Lofepramine hydrochloride	14.000mg/1.000ml		184

2078941000033118	4695011000001106	Infanrix-Hib vaccine injection pack (GlaxoSmithKline UK Ltd)	Infanrix-Hib vaccine injection pack	Powder and solvent for suspension for injection	Intramuscular	Diphtheria toxoid/ Haemophilus influenzae type b polysaccharide protein conjugate/ Pertussis antigens/ Tetanus toxoid	 		1211

2079041000033110	41988611000001103	Sevelamer 403mg capsules	Sevelamer 403mg capsules	Capsule/ Oral capsule	Oral	Sevelamer	403.000mg	09050202	5744

2079141000033114	3849911000001107	Renagel 403mg capsules (Genzyme Therapeutics Ltd)	Renagel 403mg capsules	Capsule/ Oral capsule	Oral	Sevelamer	403.000mg		5047

2079241000033119	198811000001101	Orgran gluten free corn crispbread (Naturally Good Food Ltd)	Orgran gluten free corn crispbread	Not applicable					4229

2079341000033112	769911000001108	Orgran gluten free rice crispbread (Naturally Good Food Ltd)	Orgran gluten free rice crispbread	Not applicable					1509

